title,description,creator,date,subjects,source,orig-id,rights,type,format,object-id
"Psychiana Monthly, December 1931","Issue begins with advertisements for Psychiana with phrase 'PSYCHIANA BROTHERHOOD' and photo of young Robinson, with his credentials penned behind his name in blue ink. Includes articles on orthodox religious views on healing, the Church's inability to lead, psychiatry and behaviorism, the validity of the gospels, the killing of Michael Servetus, and the discovery of a new nebula among others.","Psychiana, Inc.",1931-12-01,Psychiana Quarterly,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_B4_F23_002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,882
Psychiana follow up introductory letter,Letter to a recipient of Psychiana materials urging them to read another of Robinson's lectures.,,1936,"Moscow, Idaho; Truth; God-Law; Happiness; God-Power; Health; Material Abundance","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f7_010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,883
To All Enquirers [06],Flyer advertizing the dynamic power of Psychiana.,,1937,God-Law; Material Abundance; God-Realm; Happiness,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,884
"Psychiana Weekly, Vol. 1, No. 15","Issue contains various stories on Robinson's responsibility as a 'religious leader' and 'pioneer,' the quiet talks one should have God, the turmoil in the world at that time in history, and communing with nature to find God. Issue also includes photo of Alfred B. Robinson as a child with a caption about him.","Psychiana, Inc.",1940-04-13,Psychiana Weekly,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b4_f25_001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,885
Personal Messafe From Dr. Frank B. Robinson,Flyer with a 'personal message' from Frank B. Robinson. The message encourages the reader to give him an opportunity to show what God really is.,,1937,God-Law; God-Realm,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,886
"Psychiana Visitors Week, March 12 to 17","Booklet cover includes an illustration of Psychiana headquarters and text inviting public to visit. Booklet includes a brief description of what Psychiana is, a report of staff wages, and several pages of photos of Psychiana staff members in the main headquarters, the News Review, and Moscow Pharmacy. Photos accompanied by captions, which introduce each staff member.",,1934-03-12,,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_B4_F22_004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,887
Sworn Affidavit of Money Back Agreement,Form is a money back guarantee agreement for students of Psychiana. The form is signed by Frank B. Robinson.,,1935-06-01,Money-Back Guarantee,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,888
"Here is Your 6,000 Word Story","Flyer advertizing the pulsating, surging, dynamic power of Psychiana.",,1937,"God-Law; Happiness; Material Abundance; Moscow, Idaho","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_013,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,889
Dr. F.B. Robinson at the console of his pipe organ,Image of Frank B. Robinson playing the pipe organ.,,1937,Frank B. Robinson; Pipe Organ,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,890
Application for Domestic Money Order,Form is a partially filled in money order addressed for $20 to Psychiana.,,1932-07-01,"Moscow, Idaho; Finances","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_016,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,891
To All Enquirers [05],Form letter from Frank B. Robinson addressing happiness and asking the reader to send in their application form.,"Robinson, Frank B.",1937-10-04,"God-Law; Happiness; Material Abundance; Moscow, Idaho","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_017,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,892
Packet beginning with a form letter titled 'Life Does Not Begin at Forty' [01],"Packet includes a form letter from Frank B. Robinson, a testimonial letter, a flyer about how Frank B. Robinson is an ordinary individual, and a flyer with multiple testimonials.",,1937-10-04,"Testimonials; Material Abundance; Moscow, Idaho; Living God; God-Law; God-Realm","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_020,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,893
Packet beginning with a form letter titled 'An Abundance of Overwhelming Power' [01],"Packet includes a form letter from Frank B. Robinson, two testimonial letters, and a flyer about picturing yourself as you'd like to be.",,1937-10-04,Testimonials; Material Abundance; God-Law; God-Realm; Happiness; Miracles,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_021,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,894
Abundance of Overwhelming Power,Form letter from Frank B. Robinson addressing the power of the God-Realm.,,1937-10-04,God-Realm; God-Law; God-Power; Jesus,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_022,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,895
Packet beginning with a form letter titled 'What Will You Do With This Power?' [01],"Packet includes a form letter from Frank B. Robinson, a testimonial letter, an application for enrollment, a flyer offering help from Frank B. Robinson, and a flyer with another testimonial letter.",,1937,God-Power; God-Law; Testimonials; Application; Health; Happiness; Success; Material Abundance,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_023,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,896
Dancing Flashes of Power [01],Form letter from Frank B. Robinson. Robinson discusses the God-Power.,,1937-02-09,God-Power; Happiness,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_024,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,897
Psychiana second follow up introductory letter,Letter to a student who requested Robinson's free lecture.,,1937-11-01,"Criticizing Orthodox Religion; Power-Realm; God-Power; Moscow, Idaho","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,898
"Clippings from Psychiana Weekly, April 13, 1940 [01]","Clipping of an article that features three testimonials from Psychiana students, including one about successes in tobacco growing and the final two about enjoying the first Psychiana lesson. Also includes the latter half of an article that appears to focus on Robinsons disillusionment with orthodox religion. Includes ad for Robinson's book 'Ye Men of Athens' for $2.00.","Psychiana, Inc.",1940-04-13,Psychiana Weekly,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b4_f25_002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,899
Packet beginning with a form letter titled 'Your Fondest Hopes Can Be Realized',"Packet includes a form letter from Frank B. Robinson, a flyer about material abundance, a flyer with a testimonial letter, and a flyer about controlling your own destiny.",,1937-10-04,Material Abundance; God-Law; Happiness; Testimonials,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_025,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,900
Packet beginning with a form letter titled 'No Money?',"Packet includes a form letter from Frank B. Robinson, a testimonial letter, a flyer featuring a news clipping, and a flyer with a testimonial letter.",,1937,Testimonials; News; God-Realm; Material Abundance; Power,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_026,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,901
What is There For You?,Form letter from Frank B. Robinson addressing material and spiritual abundance urging the reader to send in their application.,,1937,"God-Law; Material Abundance; Students; Moscow, Idaho","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_027,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,902
Packet beginning with a form letter titled 'Life Does Not Begin at Forty' [02],Packet includes a form letter from Frank B. Robinson and a flyer about how Robinson is an ordinary individual.,,1937,"Moscow, Idaho; Material Abundance; God-Power; God-Law","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_029,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,903
Packet beginning with a form letter from Frank B. Robinson [01],Packet includes a form letter from Frank B. Robinson and a testimonial letter.,,1937,"Moscow, Idaho; God-Power; Truth; Criticizing Orthodox Religion; Living God","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_030,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,904
Packet beginning with a form letter titled 'What Will You Do With This Power?' [02],"Packet includes a form letter from Frank B. Robinson, a testimonial letter, a flyer about finding success and a flyer with a testimonial letter.",,1937,Testimonials; God-Power; God-Law; Success; Health; Happiness; Material Abundance,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_031,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,905
Copy proof of introductory letter to Psychiana,Letter to a student who requested Robinson's free lecture. The letter has many edits marked in red pencil.,,1937-10-30,"Criticizing Orthodox Religion; Power-Realm; God-Power; Moscow, Idaho","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,906
"Clippings from Psychiana Weekly, April 13, 1940 [02]","Clippings include a question and answer column with a Psychiana students who asks about the church practices of his family, confesses alcoholism, asks why Robinson quotes from the Bible if he doesn't believe it, and asks if Robinson will ever accept Jesus as his savior. Also includes latter half of an article accusing the Church of repurposed pagan doctrine and discussing the beliefs of Abraham Lincoln.","Psychiana, Inc.",1940-04-13,Psychiana Weekly,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b4_f25_003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,907
Mock-Up of Psychiana Monthly cover for July 1947,"Document includes 'Psychiana Monthly' written largely in pencil, by hand, at the top, along with subsequent info like subscription cost, date, and location in type or green ink. Body of document includes penciling of title 'Back Again' and space text columns. Also includes photo and caption of Robinson lecturing at Iowa State University.",,1947-07-01,Psychiana Weekly,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b4_f25_004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,908
Packet beginning with a form letter from Frank B. Robinson [02],Packet includes a form letter from Frank B. Robinson and a testimonial letter.,,1937,Testimonials; Spiritual Truth; God-Realm,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_036,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,909
Packet beginning with a from letter titled 'To All Enquirers',"Packet includes a form letter, a 'personal message' from Frank B. Robinson, and two flyers featuring testimonial letters.",,1937,Testimonials; God-Realm; God-Law; Happiness,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_033,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,910
Packet beginning with a form letter from Frank B. Robinson [03],Packet includes a form letter from Frank B. Robinson and a orthodox religion urging the reader to enroll in Psychiana.,,1937,Criticizing Orthodox Religion; God-Law; God-Realm,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_037,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,911
Packet beginning with a flyer titled 'The Age of Miracles is Not Over',Packet includes a flyer of a testimonial letter and a form letter from Frank B. Robinson.,,1937,Frank B. Robinson; Testimonials; God-Realm; God-Power; Spiritual Abundance,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_038,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,912
Form letter titled 'Your Fondest Hopes Can Be Realized',Form letter from Psychiana addressing material abundance and asking the reader to let Psychiana help them.,,1937,"Moscow, Idaho; Material Abundance; God-Law","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_039,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,913
Form letter titled 'No Money?',Form letter discussing financial difficulties and the power of Psychiana to help.,,1937,"Moscow, Idaho; Material Abundance; God-Realm; God-Law","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_040,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,914
Form letter from Frank B. Robinson,Form letter from Frank B. Robinson encouraging the reader to enroll in Psychiana.,"Robinson, Frank B.",1937,"Moscow, Idaho; Material Abundance; God-Power; God-Law","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_041,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,915
Enrollment form titled 'Surprise Offer',Blank enrollment form for a reduced cost enrollment in Psychiana.,,1937,Truth; Living God; God-Power,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_042,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,916
List of follow-up packets,"List of contents of each of the various follow-up packets, including title and small details about each packet. Markings in red colored pencil.",,1938/1939,Student Mailings; Follow-Up,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,917
Packet beginning with a form letter [01],"Packet includes a form letter, a letter from the Public Relations Department of Psychiana explaining why they charge for the courses, a flyer with a testimonial letter, a flyer about the power of the God Realm, and a special bulletin.",,1938,"Moscow, Idaho; God-Law; Happiness; Material Abundance; Testimonials; God-Realm; Criticizing Orthodox Religion; Costs","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,918
Packet beginning with a form letter [02],"Packet includes a form letter urging the reader to enroll in Psychiana, a flyer about the Power of God, a flyer featuring a testimonial, and explanation of why Psychiana charges for the course.",,1938,God-Power; God-Law; Material Abundance; Testimonials,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,919
Life Does Not Begin at Forty,"Form letter informing the reader that life doesn't begin at forty, it begins now.",,1938-03-03,God-Power; God-Law; Happiness; Material Abundance,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f9_005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,920
Packet beginning with a form letter titled 'Life Does Not Begin at Forty' [03],"Packet includes a form letter, a flyer urging the reader to start lessons with Psychiana, a testimonial letter, a flyer about how Frank B. Robinson is a normal individual, and a flyer featuring many testimonials.",,1937,"Testimonials; God-Law; God-Realm; Moscow, Idaho","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b7_f8_034,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,921
Back Again,"Article covering the return of Psychiana monthly to print after several years hiatus. Robinson reports the growth of Psychiana and Psychiana facilities in that time, and begins to criticize the method and doctrines of other orthodox religions that believe crucified gods can save anyone. Presumably to be included in Psychiana Monthly, July 1947.","Robinson, Frank B.",1947-07-01,Psychiana Monthly,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b4_f25_005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,922
