title,creator,date,description,subjects,location,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement,object-id
Fields,"Barkhuff, William Delbert",189u,Field with various types of vegetation.,Meadows--Washington (State)--Pullman; Plants--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n05,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,213
Puppies,"Barkhuff, William Delbert",189u,Three puppies eating from a dish.,Dogs--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n06,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,214
Flooding Damage,"Barkhuff, William Delbert",189u,Flood damage.,Floods--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n07,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,215
Railroad Tracks,"Barkhuff, William Delbert",189u,Railroad tracks with buildings in background.,Houses--Washington (State)--Pullman; Railroad tracks--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n08,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,216
Scenery,"Barkhuff, William Delbert",189u,View of river.  Road in lower right corner.,Roads--Washington (State)--Pullman; Rivers--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n09,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,217
Anatone Campground,"Barkhuff, William Delbert",189u,Group of people at fair in woods. Amusement rides under tent on right and in lower left corner.,Trees--Washington (State)--Pullman; Amusement Rides--Washington (State)--Pullman; Children and adults--Washington (State)--Pullman; Tents--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Asotin county--Anatone,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n10,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,218
Dining Room Interior,"Barkhuff, William Delbert",189u,Interior view of dining room.  Set table with chairs on right.  Buffet with plants and vases on left.,Furniture--Washington (State)--Pullman; Interiors--Washington (State)--Pullman; Tables--Washington (State)--Pullman; Chairs--Washington (State)--Pullman; Decorations--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n11,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,219
Baptist Church,"Barkhuff, William Delbert",189u,Baptist church on temporary foundation.  Walkway in lower left corner.  People surrounding church.,Walkways--Washington (State)--Pullman; Churches--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n12,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,220
July Camp Anatone,"Barkhuff, William Delbert",189u,Group of people at fair in woods.  Amusement rides under tent on right and in lower left corner.,Trees--Washington (State)--Pullman; Amusement Rides--Washington (State)--Pullman; Children and adults--Washington (State)--Pullman; Tents--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Asotin county--Anatone,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n13,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,221
WD Barkhuff&#x27;s Graduation Flowers 1898,"Barkhuff, William Delbert",1905-03-12,Flowers and decorations arranged on table.,Graduation ceremonies--Washington (State)--Pullman; Flowers--Washington (State)--Pullman; Decorations--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n14,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,222
WD Barkhuff&#x27;s College Room 1894-1898,"Barkhuff, William Delbert",1905-03-08,Scene of WD Barkhuff&#x27;s college room.  Table and chair in lower right corner.  Map of Pullman on left. Books and miscellaneous items on shelves on wall.  Light fixture hanging from ceiling.,Washington State University--Washington (State)--Pullman; Books--Washington (State)--Pullman; Chairs--Washington (State)--Pullman; Rooms &amp; spaces--Washington (State)--Pullman; Tables--Washington (State)--Pullman; Maps--Washington (State)--Pullman; Light fixtures--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n15,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,223
WD Barkhuff&#x27;s Graduation Flowers 1898,"Barkhuff, William Delbert",1905-03-12,Flowers and decorations arranged on table.,Graduation ceremonies--Washington (State)--Pullman; Flowers--Washington (State)--Pullman; Decorations--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n16,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,224
Barkhuff Brothers 1870,"Barkhuff, William Delbert",1870,"Henry Barkhuff, John Barkhuff, William Barkhuff","Barkhuff, Henry; Barkhuff, John; Barkhuff, William",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn01,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,225
William Barkhuff and Wife,"Barkhuff, William Delbert",18uu,Portrait of William Collin Barkhuff and wife.,"Barkhuff, William Collin",North and Central America--United States--Iowa--Hamilton county--Jewell,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn02,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,226
Geo. Wood  Barkhuff 1901,"Barkhuff, William Delbert",1905-03-15,Taken while in Washington State Legislature 1901,"Barkhuff, George Wood; Politicians--Washington (State)",North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn03,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,227
Mrs. Maxine Jane (Patterson) Barkhuff 1927,"Barkhuff, William Delbert",1905-04-10,"Portrait of Mrs. Maxine Jane (Patterson) Barkhuff, wife of Geo Wood Barkhuff.","Barkhuff, Maxine Jane Patterson; Barkhuff, George Wood",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn04,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,228
"William Delbert Barkhuff, 1927","Barkhuff, William Delbert",1905-04-10,Portrait of William Delbert Barkhuff.,"Barkhuff, William Delbert",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn05,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,229
George P. Barkhuff 1951,"Barkhuff, William Delbert",1905-05-04,Portrait of George P. Barkhuff.,"Barkhuff, George Phelda",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn06,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,230
High School Diploma,"Barkhuff, William Delbert",1905-05-23,"Alice Belle Matlock&#x27;s high school diploma granted on May 23, 1905.","Schools--Washington (State)--Pullman; Barkhuff, Alice Belle Matlock; Graduation ceremonies--Washington (State)--Pullman",North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn07,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,231
"Bachelor of Science Degree, ca. 1909","Barkhuff, William Delbert",1909-06-10,"Washington State College diploma awarded to George Phelda Barkhuff for studies in civil engineering.  Granted on June 10, 1909.","Barkhuff, George Phelda; Washington State University--Washington (State)--Pullman",North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn08,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,232
"Bachelor of Arts Degree, ca. 1909","Barkhuff, William Delbert",1909-06-10,"Washington State College bachelor of arts degree in economic science and history granted to Alice Belle Matlock on June 10, 1909.","Barkhuff, Alice Belle Matlock; Washington State University--Washington (State)--Pullman",North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn09,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,233
Life Diploma,"Barkhuff, William Delbert",1929-06-03,"Life diploma granted to George P. Barkhuff to teach in high schools or supervise or superintend public schools in Washington.Certifies in mathematics and physics and mechanical drawing as minor subject.Issued on June 3, 1929 in Pullman, WA.","Barkhuff, George Phelda; Teachers--Washington (State)--Pullman",North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn10,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,234
Life Diploma,"Barkhuff, William Delbert",1924-06-12,"Life diploma issued to Alice Matlock Barkhuff to teach high school or to supervise or superintend public schools in Washington. Certifies in the subject of history and economics and mathematics and physics as minor subjects. Issued on June 12, 1924 in Pullman, WA.","Teachers--Washington (State)--Pullman; Barkhuff, Alice Belle Matlock",North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn11,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,235
George P. Barkhuff License,"Barkhuff, William Delbert",1936-01-01,"George P. Barkhuff&#x27;s license to practice as a professional engineer in the fields of civil engineering and land surveying.  Issued on January 1, 1936.","Barkhuff, George Phelda",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn12,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,236
Hattie V. Barkhuff 1954,"Barkhuff, William Delbert",1905-05-07,Hattie V. Barkhuff standing in front of tree.,"Barkhuff, Hattie V.; Trees--Washington (State)--Pullman",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn14,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,237
Family of Claude C. Barkhuff 1949,"Barkhuff, William Delbert",1905-05-02,"Family of C.C. Barkhuff at Golden Wedding in Hysham, Montana. L-R: Mrs. Pearl Milander, Mrs. Florence Butkay, Claude C. Barkhuff, Kenneth Barkhuff, Mrs. C.C. Barkhuff (Mae), Rex Barkhuff, and Harold Barkhuff.","Anniversaries--Montana(State)--Hysham; Milander, Pearl; Butkay, Florence; Barkhuff, Claude C; Barkhuff, Kenneth; Barkhuff, Mae; Barkhuff, Rex; Barkhuff, Harold",North and Central America--United States--Montana--Treasure county--Hysham,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn15,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,238
Berton R. Barkhuff 1949,"Barkhuff, William Delbert",1905-05-02,"Berton R. Barkhuff, Claude C. Barkhuff, Mrs. Claude C. Barkhuff (Mae), and  Mrs. Berton Barkhuff (Myra) pose for group photograph at golden wedding in Hysham, Montana.","Barkuff, Berton R.; Barkhuff, Claude C.; Barkhuff, Mae; Barkhuff, Myra",North and Central America--United States--Montana--Treasure county--Hysham,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn16,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,239
Thomas B Matlock and wife Gretta Skiegle Matlock1898,"Barkhuff, William Delbert",1905-03-12,Thomas B. Matlock and Gretta Skiegle Matlock.,"Matlock, Thomas B.; Matlock, Gretta Skiegle",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn17,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,240
"Ray M Matlock and Ruby Budd Matlock, 1925","Barkhuff, William Delbert",1905-04-08,Portrait of Ray M Matlock and Ruby Budd Matlock.,"Matlock, Ray M.; Matlock, Ruby Budd",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn18,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,241
Family of William Barkhuff 1886,"Barkhuff, William Delbert",1905-02-28,"Back row: Gilbert Barkhuff, Denzil, Mortimer, Front Row: Walter Barkhuff, John, Helen, Wallace 1886",Families--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn19,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,242
Louise Barkhuff Yount 1937,"Barkhuff, William Delbert",1905-04-20,Home Economics Graduate 1937. Daughter of George P and Alice Matlock Barkhuff.,"Yount, Margaret Louise Barkhuff; Barkhuff, George Phelda; Barkhuff, Alice Belle Matlock",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn20,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,243
Alice M Barkhuff 1932,"Barkhuff, William Delbert",1905-04-15,Graduated WSC 1909. Married Geo Barkhuff,"Barkhuff, Alice Belle Matlock",North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn21,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,244
Geo. P. Barkhuff 1956,"Barkhuff, William Delbert",1956-03-21,Geo. P. Barkhuff poses for portrait photograph.,"Barkhuff, George Phelda",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn22,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,245
Mrs. George Wood Barkhuff 1930,"Barkhuff, William Delbert",1905-04-13,"Maxine Jane Patterson Barkhuff, wife of George Wood Barkhuff, standing in front of tree holding purse.","Barkhuff, Maxine Jane Patterson; Trees--Washington (State)--Pullman; Purses--Washington (State)--Pullman",North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn23,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,246
Floyd H Barkhuff 1934,"Barkhuff, William Delbert",1905-04-17,Graduate in Chemistry from Washington State College. Son of George and Alice Barkhuff.,"Men--Washington (State)--Pullman; Barkhuff, Floyd H.",North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn24,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,247
Homestead Home 1900,"Barkhuff, William Delbert",1905-03-14,Homestead home with shed to left.  Wooden sidewalk in lower right corner.  Trees in background.,Houses--Washington (State)--Pullman; Sheds--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Wooden sidewalks--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn25,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,248
Homestead Home 1900,"Barkhuff, William Delbert",1905-03-14,Homestead in winter.  Tree covered with snow on right.  Gate in lower left corner.  Trees in background.,Gates--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Snow--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Winter--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn26,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,249
Homestead 1915,"Barkhuff, William Delbert",1905-03-29,Homestead in winter.  Surrounded by out-buildings and trees.,Buildings--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Snow--Washington (State)--Pullman; Sheds--Washington (State)--Pullman; Barns--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn27,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,250
G.P. Barkhuff 1905-1909 WSC,"Barkhuff, William Delbert",1905-03-19,George Phelda Barkhuff posed in uniform.,"Men--Washington (State)--Pullman; Uniforms--Washington (State)--Pullman; Barkhuff, George Phelda",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn28,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,251
"Homestead, Septermber 6, 1947","Barkhuff, William Delbert",1947-09-06,Homestead surrounded by trees and fields.  Horse in lower right corner.,Barns--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Croplands--Washington (State)--Pullman; Horses--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Trees--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn29,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,252
Class of 1898 W.A.C,"Barkhuff, William Delbert",1905-03-12,"Women and men formally dressed sit for group photograph. Back Row: D.A. Brodie, Daisy Busby, Harry Thompson, Florence Snyder, Loring V. Corner. Center Row: E.T. Tannant, Milton McCroskey, Wm D Barkhuff, Harold Dolittle.  Bottom Row: Franklin A. Boozer, Wm. H. Phillips",Women--Washington (State)--Pullman; Men--Washington (State)--Pullman; Washington State University--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn30,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,253
Homestead,"Barkhuff, William Delbert",1905-03-06,,,North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn31,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,254
Portrait,"Barkhuff, William Delbert",19uu,Profile of man wearing glasses.,,North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn22,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,255
"Bill Nalder, G.P. Barkhuff at Ferry Hall WSU","Barkhuff, William Delbert",1905-03-19,"Bill Nalder and G.P. Barkhuff in (new) Ferry Hall dormitory as Washington State College. Window, furniture, and decorations in background.","Nalder, Bill; Barkhuff, George Phelda; Washington State University--Washington (State)--Pullman; Students--Washington (State)--Pullman; Windows--Washington (State)--Pullman; Rooms &amp; spaces--Washington (State)--Pullman; Schools--Washington (State)--Pullman; Men--Washington (State)--Pullman; Interiors--Washington (State)--Pullman; Furniture--Washington (State)--Pullman; Decorations--Washington (State)--Pullman",North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn33,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,256
