title,creator,date,description,subjects,publisher,identifier,rights,source,format,type,datedig,language,pub-type,number,object-id
Austrian winter peas: a green manure crop for Idaho,"Auld, D. L.; Murray, Glen A.; Withers, Russell V.",1982-03-01,4 p.: ill.; 28 cm.,green manures; peas; Peas--Varieties--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0652,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),652,29535
Growing cole crops,"Colt, W. Michael (William Michael), 1940-",1982-07-01,2 p.; 28 cm.,cole crops; Vegetable gardening--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0661,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),661,29538
Orchards,"Petrie, Steven E.; Colt, William Michael; Kochan, Walter J.",1982-05-01,3 p.; 28 cm.,orchards; Orchards--Fertilizers--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0655,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),655,29543
Growing sweet corn,"Gardner, G. F.",1982-07-01,3 p.; 28 cm.,sweetcorn; vegetable growing; Vegetable gardening--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0662,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),662,29548
Management planning for the woodland owner,"Hanley, Donald P.; Larson, Don",1982-12-01,2 p.: ill.; 28 cm.,forest management; Woodlots--Management,University of Idaho. Agricultural Extension Service,uica_cis0675,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),675,29551
The blackleg-soft rot disease complex in potatoes,"Kleinschmidt, Gary D.; Hammond, David F.; Fiedler, Douglas J.",1983-01-01,4 p.: ill.; 28 cm.,bacterial diseases of plants; potatoes; Potatoes--Diseases,University of Idaho. Agricultural Extension Service,uica_cis0669,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),669,29556
Railroad transportation issues affecting Idaho wheat,"Casavant, Ken; Dooley, Frank; Meyer, Neil L.",1983-02-01,4 p.: ill.; 28 cm.,food transport; rail transportation; wheat; Wheat--Transportation--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0681,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),681,29561
Copper in Idaho: essential plant and animal micronutrients,"Bull, Richard C.; Mahler, Robert L.",1983-08-01,3 p.: map; 28 cm.,animal nutrition; copper; plant micronutrients; Soils--Copper content--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0682,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),682,29566
Tomatoes for the home garden,"Colt, William Michael",1982-07-01,3 p.; 28 cm.,home gardens; tomatoes; vegetable gardens; Vegetable gardening--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0667,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),667,29577
Wild proso millet: identification and control,"Torell, James M.; Dewey, Steven A.",1983-06-01,1 sheet: ill.; 28 cm.,Panicum miliaceum; weed control; Noxious weeds--Idaho--Control,University of Idaho. Agricultual Extension Service,uica_cis0694,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),694,29580
"Yields of four spring wheat varieties in conventional, minimum and no-till systems","Reinertsen, Stephen A.; Ciha, Allan J.; Engle, Carl F.",1983-03-01,3 p.; 28 cm.,crop yield; spring wheat; tillage; Wheat--Varieties--Idaho,University of Idaho. Agricultual Extension Service,uica_cis0689,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),689,29585
Reducing soil losses by sediment retention,"Everts, Christopher J.; Brockway, Charles",1983-08-01,4 p.: ill.; 28 cm.,soil conservation; soil erosion; Soil conservation--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0696,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),696,29590
Purple blotch,"Simpson, William Ray; Beaver, R. Gary; Colt, Willam Michael",1983-07-01,1 sheet: ill.; 28 cm.,Alternaria porri; fungal diseases of plants; onions; Onions--Diseases--Control,University of Idaho. Agricultural Extension Service,uica_cis0698,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),698,29593
Tentiform leafminer: a new Idaho pest,"Baird, Craig R.; Homan, Hugh W.",1983-07-01,3 p.: ill.; 28 cm.,leafminers; Fruit--Diseases and pests--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0697,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),697,29598
Identification of farm equipment and machinery,"Karsky, Thomas J.",1983-12-01,3 p.: ill.; 28 cm.,agricultural machinery and equipment; crime prevention; Crime prevention--Idaho; Farm equipment--Identification,University of Idaho. Agricultural Extension Service,uica_cis0709,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),709,29603
"Electronic marketing: what, how and why","Marousek, Gerald E.",1983-09-01,4 p.; 28 cm.,marketing; Marketing--Management,University of Idaho. Agricultural Extension Service,uica_cis0715,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),715,29608
Importance of quality and size of winter pea seed,"Murray, Glen A.; Swensen, J. B.; Auld, Dick L.",1983-10-01,3 p.: ill.; 28 cm.,crop quality; peas; Peas--Quality--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0720,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),720,29613
Selected best management practices in southeastern Idaho,"Michalson, Edgar L.; Powell, Marie L.; Brooks, Robert O.",1983-12-01,4 p.; 28 cm.,erosion control; soil erosion; Erosion--Control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0721,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),721,29618
Growing squash and pumpkin,"Colt, W. Michael (William Michael), 1940-",1984-02-01,4 p.; 28 cm.,pumpkins; squashes; vegetable growing; Squashes--Growth--Idaho; Pumpkin--Growth--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0723,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),723,29623
Cytospora canker disease in Idaho orchards,"Thostenson, Andrew A.; Helton, A. W., 1922-2016, 1922-; Dilbeck, Richard",1984-04-01,1 sheet: ill.; 28 cm.,Cytospora; fungal diseases of plants; Orchards--Diseases and pests--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0726,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),726,29626
Construction suggestions for farm buildings,"Taylor, Roy E.; Dixon, John E.",1983-12-01,4 p.: ill.; 28 cm.,building construction; farm buildings; Farm buildings--Construction--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0725,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),725,29631
Countertrade: is it the answer for agricultural exporters?,"Jones, James R.",1983-12-01,5 p.; 28 cm.,exports; international trade; Export marketing--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0724,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),724,29638
Selecting an accounting system: a checklist,"Gray, C. Wilson",1984-03-01,3 p.: ill.; 28 cm.,accounting; Accounting--Computer programs,University of Idaho. Agricultural Extension Service,uica_cis0727,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),727,29643
Apple-and-thorn skeletonizer,"Homan, Hugh W.",1984-02-01,1 sheet: ill.; 28 cm.,Choreutis pariana; Apples--Diseases and pests--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0729,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),729,29646
The mixed wheat grade: what it means and how to avoid it,"O'Connell, B. T.; Dishman, Willilam T.; Buttars, E.",1984-02-01,4 p.: ill.; 28 cm.,crop quality; wheat; Wheat--Quality--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0728,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),728,29651
Thatch in lawns,"Smith, Larry J., 1944-",1984-03-01,1 sheet: ill.; 28 cm.,lawns and turf; thatch; Lawns--Maintenance and repair,University of Idaho. Agricultural Extension Service,uica_cis0731,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),731,29654
The impact of agricultural research,"Araji, A. A.; Schermerhorn, Richard W.",1984-02-01,4 p.; 28 cm.,agricultural research; Agriculture--Research,University of Idaho. Agricultural Extension Service,uica_cis0730,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),730,29659
Selecting children's shoes,"Porter, Ernestine",1984-03-01,4 p.: ill.; 28 cm.,clothing; Shoes--Fitting,University of Idaho. Agricultural Extension Service,uica_cis0732,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),732,29664
Transplanting native seedlings,"White, Donald R.; Davis, Tom; Mahoney, Ronald L.",1984-04-01,1 sheet: ill.; 28 cm.,indigenous species; seedlings; transplanting (plants); Transplanting (Plant culture)--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0735,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),735,29667
Beating the freeze,"Guenthner, Joseph F.",1984-05-01,1 sheet; 28 cm.,frost injury; potatoes; Potatoes--Harvesting--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0734,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),734,29670
All about silk: caring for silk,"Porter, Ernestine",1984-06-01,1 sheet: ill.; 28 cm.,silk; Silk,University of Idaho. Agricultural Extension Service,uica_cis0742,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),742,29673
Joseph and Nezpurs Idaho fescue: forage grasses for the Intermountain-Northwest,"Ensign, Ronald D.; Hickey, Virginia G.; Bakken, T. J.",1984-05-01,4 p.: ill.; 28 cm.,Festuca idahoensis; forage grasses; Fescue--Varieties--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0736,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),736,29678
Let color work for you,"Porter, Ernestine",1984-03-01,4 p.: ill.; 28 cm.,clothing; color; Color in clothing,University of Idaho. Agricultural Extension Service,uica_cis0733,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),733,29683
Sycamore blight,"Smith, Larry J., 1944-",1985-06-01,1 sheet: ill.; 28 cm.,anthracnose; tree diseases; Sycamores--Diseases and pests--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0762,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),762,29686
"Foot rot control in winter wheat using tillage, rotation, variety, fungicide and nitrogen variables","Herrman, Tim; Wiese, Maurice Victor",1984-05-01,3 p.: ill.; 28 cm.,disease control; foot rot (plant); plant diseases and disorders; winter wheat; Wheat--Diseases and pests--Control,University of Idaho. Agricultural Extension Service,uica_cis0737,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),737,29691
Tissue analysis: a guide to nitrogen fertilization for Russet Burbank potatoes,"Kleinkopf, Gale E.; Kleinschmidt, Gary D.; Westermann, Dale T., 1941-",1984-06-01,5 p.: ill.; 28 cm.,nitrogen fertilizers; potatoes; Potatoes--Fertilizers,University of Idaho. Agricultural Extension Service,uica_cis0743,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),743,29696
All about silk: sewing silk,"Porter, Ernestine",1984-06-01,3 p.: ill.; 28 cm.,sewing; silk fabric; Silk; Sewing,University of Idaho. Agricultural Extension Service,uica_cis0741,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),741,29701
All about silk: silk fabrics,"Porter, Ernestine",1984-06-01,4 p.: ill.; 28 cm.,sewing; silk fabric; Silk; Textile fabrics,University of Idaho. Agricultural Extension Service,uica_cis0740,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),740,29706
High moisture earcorn,"Fiez, Edward A.",1984-08-01,4 p.: ill.; 28 cm.,corn; Corn--Harvesting; Corn--Storage,University of Idaho. Agricultural Extension Service,uica_cis0745,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),745,29711
Sergers,"Porter, Ernestine",1984-08-01,4 p.: ill.; 28 cm.,sewing; Sewing,University of Idaho. Agricultural Extension Service,uica_cis0746,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),746,29716
Potato vine killing,"Haderlie, Lloyd C.",1985-10-01,4 p.: ill.; 28 cm.,potatoes; vines; Potatoes--Harvesting--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0759,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),759,29721
Furrow erosion reduces crop yields,"Carter, David L.; Berg, R. D.",1985-05-01,4 p.: ill.; 28 cm.,crop yield; soil erosion; Soil erosion--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0761,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),761,29726
Feed barley,"McDole, Robert E.; Mahler, Robert L.",1985-03-01,3 p.; 28 cm.,feed barley; Barley--Fertilizers--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0758,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),758,29731
Fertilizer placement,"Mahler, Robert L.; McDole, Robert E.",1985-01-01,4 p.: ill.; 28 cm.,fertilizer application; Fertilizers--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0757,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),757,29736
A buried drain erosion and sediment loss control system,"Carter, David L.; Berg, R. D.",1985-05-01,4 p.: ill.; 28 cm.,erosion control; Soil conservation--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0760,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),760,29741
The effects of phosphorus rates on legumes grown on a volcanic ash soil in northern Idaho,"Menser, Harry A.; Mahler, Robert L.; Mancuso, Charles J.",1985-07-01,3 p.; 28 cm.,legumes; phosphorus; volcanic ash soils; Legumes--Nutrition--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0763,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),763,29746
