title,description,creator,date,subject,source,orig-id,rights,type,format,object-d
Tending a crop,Men tend a crop in beds; one man is watering plants in the background (right side of image) while another kneels to look at undergrowth.,"Iddings, John Edward",1927,irrigation,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 145","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,460
Costume parade [02],Men in tophats dance with women in bonnets and flowered dresses during a parade.,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 152","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,461
Cavalry parade [01],Cavalry parade in an open field near the University of Idaho.,"Iddings, John Edward",1927,Horses;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 153","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,462
Cavalry parade [02],Cavalry on parade in an open field near the University of Idaho.,"Iddings, John Edward",1927,Horses;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 154","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,463
Men on parade,Men on parade in an open field.,"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 155","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,464
Cavalry parade [03],Cavalry parade in an open field near the University of Idaho.,"Iddings, John Edward",1927,Horses;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 156","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,465
Military parade,"A military parade in an open field, with infantry and gunmen in foreground.","Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 157","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,466
Men and cars beside a building,Two cars and three men in front of a building. [Vejen?],"Iddings, John Edward",1927,,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 146","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,467
Man with two bulls pulling a mill,A man with two bulls pulling a mill stone.,"Iddings, John Edward",1927,"Livestock;; animal traction, machines","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 147","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,468
Man in traditional desert dress,A man in traditional costume with a horse in front of a building in an unknown location.,"Iddings, John Edward",1927,Horses;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 148","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,469
Cattle in a corral,"Dairy heifers, likely pregnant, standing in a corrall.","Iddings, John Edward",1927,Cows; Livestock;; ,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives,http://archiveswest.orbiscascade.org/ark:/80444/xv78979/op=fstyle.aspx?t=k&q=john+edward+iddings","MG 76, Box 3, Slide 149","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/",Image;StillImage,image/jpg,470
