title,creator,date,aprox,description,subjects,location,region,latitude,longitude,orig-id,source,format,type,link,object-id
Elks Parade,"Barnard Studio (Wallace, Idaho)",9/20/1938,,"The marching band playing during the Elks Parade in Wallace, Idaho.",paradesbands,United States--Idaho--Shoshone County--Wallace,Wallace,47.47184,-115.922365,B190-4,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1899,1899
Azurite Mine [1],"Barnard Studio (Wallace, Idaho)",1910,yes,View of the buildings and mountain on the Azurite Mine.,buildingsmountainsmines,United States--Idaho--Adams County--Bear,Bear,45.043299,-116.79383,B192-1,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1900,1900
Azurite Mine [2],"Barnard Studio (Wallace, Idaho)",1910,yes,View of the mountain on the Azurite Mine.,mountainsmines,United States--Idaho--Adams County--Bear,Bear,45.017114,-116.785278,B192-2,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1901,1901
Azurite Mine [3],"Barnard Studio (Wallace, Idaho)",1910,yes,View of the buildings and mountain on the Azurite Mine.,buildingsmountainsmines,United States--Idaho--Adams County--Bear,Bear,45.04461,-116.795042,B192-3,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1902,1902
Azurite Mine [4],"Barnard Studio (Wallace, Idaho)",1910,yes,View of the mountain on the Azurite Mine.,mountainsmines,United States--Idaho--Adams County--Bear,Bear,45.043724,-116.791921,B192-4,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1903,1903
Azurite Mine [5],"Barnard Studio (Wallace, Idaho)",1910,yes,View of the mountain on the Azurite Mine.,mountainsmines,United States--Idaho--Adams County--Bear,Bear,45.043553,-116.795463,B192-5,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1904,1904
Polaris Mine,"Barnard Studio (Wallace, Idaho)",6/15/1938,,"View of the buildings and mountains on the Polaris Mine in Wallace (i.e. Osburn), Idaho. The Polaris mill and change house can be seen.",buildingsmountainsmines,United States--Idaho--Shoshone County--Osburn,Osburn,47.503206,-116.053769,B193a,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1905,1905
Polaris Mine,"Barnard Studio (Wallace, Idaho)",6/15/1938,,"View of the buildings and mountains on the Polaris Mine in Wallace (i.e. Osburn), Idaho. The Polaris mill and change house can be seen.",buildingsmountainsmines,United States--Idaho--Shoshone County--Osburn,Osburn,47.503024,-116.053607,B193b,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1906,1906
Polaris Mine,"Barnard Studio (Wallace, Idaho)",6/15/1938,,"View of the buildings and mountains on the Polaris Mine in Wallace (i.e. Osburn), Idaho. The Polaris mill and change house can be seen.",buildingsmountainsmines,United States--Idaho--Shoshone County--Osburn,Osburn,47.503358,-116.05504,B193c,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1907,1907
Sunshine Mine,"Barnard Studio (Wallace, Idaho)",6/15/1938,,"View of the buildings and mountains on the Sunshine Mine in Wallace, Idaho.",buildingsmountainsmines,United States--Idaho--Shoshone County--Osburn,Osburn,47.5028,-116.075929,B194-1,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1908,1908
Sunshine Mine,"Barnard Studio (Wallace, Idaho)",6/15/1938,,"View of the Sunshine Mine in Wallace, Idaho. Cars are seen parked in front of buildings and the mountain can be seen in the background.",buildingsmountainsmines,United States--Idaho--Shoshone County--Osburn,Osburn,47.502952,-116.075377,B194-2,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1909,1909
Azurite Mine [6],"Barnard Studio (Wallace, Idaho)",1910,yes,View of the mountain on the Azurite Mine.,mountainsmines,United States--Idaho--Adams County--Bear,Bear,45.03369,-116.804233,B192-6,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1910,1910
"Wallace, Idaho [09]","Barnard Studio (Wallace, Idaho)",6/3/1938,,"View of Wallace, Idaho when looking northwest.",towns,United States--Idaho--Shoshone County--Wallace,Wallace,47.469772,-115.929205,B195-1,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1911,1911
"Wallace, Idaho [10]","Barnard Studio (Wallace, Idaho)",6/3/1938,,"View of Wallace, Idaho when looking northwest.",towns,United States--Idaho--Shoshone County--Wallace,Wallace,47.467199,-115.923262,B195-3,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1912,1912
"Wallace, Idaho [11]","Barnard Studio (Wallace, Idaho)",6/3/1938,,"View of Wallace, Idaho when looking northwest.",towns,United States--Idaho--Shoshone County--Wallace,Wallace,47.470272,-115.918698,B195-2,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1913,1913
"Wallace, Idaho [12]","Barnard Studio (Wallace, Idaho)",6/3/1938,,"View of Wallace, Idaho when looking northwest.",towns,United States--Idaho--Shoshone County--Wallace,Wallace,47.466624,-115.921607,B195-4,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1914,1914
"Wallace, Idaho [13]","Barnard Studio (Wallace, Idaho)",6/3/1938,,"View of Wallace, Idaho when looking northwest.",towns,United States--Idaho--Shoshone County--Wallace,Wallace,47.467256,-115.921958,B195-5,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1915,1915
Elks Temple,"Barnard Studio (Wallace, Idaho)",6/1/1938,yes,"Exterior view of Elks temple in Wallace, Idaho. A man is walking out front and cars are parked on the street.",templesbuildings,United States--Idaho--Shoshone County--Wallace,Wallace,47.472617,-115.92576,B196,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1916,1916
Episcopal Church,"Barnard Studio (Wallace, Idaho)",6/1/1938,,"Exterior view of the Holy Trinity Episcopal Church in Wallace, Idaho. There are vines running up the side of the building and a large tree on the left.",churchesbuildings,United States--Idaho--Shoshone County--Wallace,Wallace,47.473432,-115.926749,B197a,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1917,1917
Episcopal Church,"Barnard Studio (Wallace, Idaho)",6/1/1938,,"Exterior view of the entrance to the Holy Trinity Episcopal Church in Wallace, Idaho. There are vines running up the side.",churchesentrances,United States--Idaho--Shoshone County--Wallace,Wallace,47.473395,-115.926819,B197b,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1918,1918
Tiger Hotel,"Barnard Studio (Wallace, Idaho)",9/1/1949,,"Exterior view of the Tiger Hotel in Burke, Idaho. A railroad track is seen running through the hotel.",hotelsrailroads,United States--Idaho--Shoshone County--Burke,Burke,47.520282,-115.823416,B198-2,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film copy negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1919,1919
Catholic Church,"Barnard Studio (Wallace, Idaho)",6/1/1938,,"Exterior view of St. Alphonsus Catholic Church in Wallace, Idaho. There are trees growing in front of the building.",churches,United States--Idaho--Shoshone County--Wallace,Wallace,47.47304,-115.92982,B200-1,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1920,1920
Catholic Church,"Barnard Studio (Wallace, Idaho)",6/1/1938,,"Exterior view of St. Alphonsus Catholic Church in Wallace, Idaho. There are trees growing in front of the building.",churches,United States--Idaho--Shoshone County--Wallace,Wallace,47.472904,-115.929733,B200-2,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1921,1921
Convent,"Barnard Studio (Wallace, Idaho)",6/1/1938,yes,"Exterior view of the Convent of Our Lady of Lourdes in Wallace, Idaho.",convents,United States--Idaho--Shoshone County--Wallace,Wallace,47.471379,-115.931979,B200-3,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1922,1922
Child and Dog,"Barnard Studio (Wallace, Idaho)",7/1/1938,yes,Bart Semenza seen peeking out from behind his dog.,childrendogs,United States--Idaho--Shoshone County--Wallace,Wallace,47.471756,-115.93055,B201-1,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1923,1923
Tiger Hotel,"Barnard Studio (Wallace, Idaho)",9/1/1949,,"Exterior view of the Tiger Hotel in Burke, Idaho. A railroad track is seen running through the hotel.",hotelsrailroads,United States--Idaho--Shoshone County--Burke,Burke,47.52017,-115.823812,B198-1,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film copy negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1924,1924
Child and Dog,"Barnard Studio (Wallace, Idaho)",7/1/1938,yes,Bart Semenza seen hugging his dog.,childrendogs,United States--Idaho--Shoshone County--Wallace,Wallace,47.471756,-115.930682,B201-2,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1925,1925
Wallace Hospital,"Barnard Studio (Wallace, Idaho)",6/1/1938,,"Exterior view of Wallace Hospital in Wallace, Idaho. The building is surrounded by trees and has cars parked out front.",hospitalstrees,United States--Idaho--Shoshone County--Wallace,Wallace,47.473397,-115.91755,B202,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1926,1926
Morning Mill,"Barnard Studio (Wallace, Idaho)",8/31/1939,,"View of the buildings on Morning Mill in Mullan, Idaho.",buildingsmills,United States--Idaho--Shoshone County--Mullan,Mullan,47.468161,-115.813972,B203-1,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1927,1927
Morning Mill,"Barnard Studio (Wallace, Idaho)",8/31/1939,,"View of the buildings on Morning Mill in Mullan, Idaho.",buildingsmills,United States--Idaho--Shoshone County--Mullan,Mullan,47.467586,-115.81311,B203-2,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1928,1928
Sunshine Mining Company,"Barnard Studio (Wallace, Idaho)",8/31/1939,,"View of the mill that was part of Sunshine Mining Company in Wallace, Idaho.",buildingsmills,United States--Idaho--Shoshone County--Osburn,Osburn,47.502875,-116.075236,B204-1,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1929,1929
Sunshine Mining Company,"Barnard Studio (Wallace, Idaho)",8/31/1939,,"View of the mill that was part of Sunshine Mining Company in Wallace, Idaho.",buildingsmills,United States--Idaho--Shoshone County--Osburn,Osburn,47.503275,-116.075653,B204-2,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1930,1930
Sunshine Mining Company,"Barnard Studio (Wallace, Idaho)",8/31/1939,,"View of the mill that was part of Sunshine Mining Company in Wallace, Idaho.",,United States--Idaho--Shoshone County--Osburn,Osburn,47.505703,-116.079263,B204-3,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1931,1931
Polaris Mine,"Barnard Studio (Wallace, Idaho)",6/15/1938,,"View of the buildings and mountains on the Polaris Mine in Wallace (i.e. Osburn), Idaho. The Polaris mill and change house can be seen.",buildingsmountainsmines,United States--Idaho--Shoshone County--Osburn,Osburn,47.503489,-116.052813,B205,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1932,1932
Cedar Street,"Barnard Studio (Wallace, Idaho)",6/24/1939,,"Buildings, with cars parked in front of them, located on Cedar Street in Wallace, Idaho.",buildingsstreets,United States--Idaho--Shoshone County--Wallace,Wallace,47.472289,-115.923396,B206-1,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1933,1933
Residence,"Barnard Studio (Wallace, Idaho)",6/24/1939,,"An exterior view of a house in Wallace, Idaho.",houses,United States--Idaho--Shoshone County--Wallace,Wallace,47.472316,-115.929214,B206-3,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1934,1934
Residence,"Barnard Studio (Wallace, Idaho)",6/24/1939,,"An exterior view of a house in Wallace, Idaho.",,United States--Idaho--Shoshone County--Wallace,Wallace,47.472293,-115.930298,B206-4,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1935,1935
Masons Parade,"Barnard Studio (Wallace, Idaho)",5/18/1939,,"The Kellogg High School Band playing in the Masons parade in Wallace, Idaho.",paradesbands,United States--Idaho--Shoshone County--Wallace,Wallace,47.471594,-115.924978,B207-1,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1936,1936
Masons Parade,"Barnard Studio (Wallace, Idaho)",5/18/1939,,"The Kellogg High School Band playing in the Masons parade in Wallace, Idaho.",paradesbands,United States--Idaho--Shoshone County--Wallace,Wallace,47.472458,-115.92509,B207-2,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1937,1937
Masons Parade,"Barnard Studio (Wallace, Idaho)",5/18/1939,,"The Kellogg High School Band playing in the Masons parade in Wallace, Idaho.",paradesbands,United States--Idaho--Shoshone County--Wallace,Wallace,47.472479,-115.924843,B207-3,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1938,1938
Masons Parade,"Barnard Studio (Wallace, Idaho)",5/18/1939,,"The Kellogg High School Band playing in the Masons parade in Wallace, Idaho.",paradesbands,United States--Idaho--Shoshone County--Wallace,Wallace,47.471615,-115.924682,B207-4,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1939,1939
Construction Scene,"Barnard Studio (Wallace, Idaho)",6/24/1939,,"Two men standing on a building that is under construction in Wallace, Idaho.",constructionbuildings,United States--Idaho--Shoshone County--Wallace,Wallace,47.471836,-115.921605,B206-2,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1940,1940
Masons Parade,"Barnard Studio (Wallace, Idaho)",5/18/1939,,"The Masons in the Masons parade in Wallace, Idaho.",parades,United States--Idaho--Shoshone County--Wallace,Wallace,47.471573,-115.923758,B207-5,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1941,1941
Masons Parade,"Barnard Studio (Wallace, Idaho)",5/18/1939,,"The Masons in the Masons parade in Wallace, Idaho.",parades,United States--Idaho--Shoshone County--Wallace,Wallace,47.471564,-115.92381,B207-6,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1942,1942
Masons Parade,"Barnard Studio (Wallace, Idaho)",5/18/1939,,"The Masons in the Masons parade in Wallace, Idaho.",parades,United States--Idaho--Shoshone County--Wallace,Wallace,47.471725,-115.924126,B207-7,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1943,1943
Masons Parade,"Barnard Studio (Wallace, Idaho)",5/18/1939,,"The Masons in the Masons parade in Wallace, Idaho.",parades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472372,-115.925226,B207-8,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1944,1944
Masons Parade,"Barnard Studio (Wallace, Idaho)",5/18/1939,,"The Masons in the Masons parade in Wallace, Idaho.",parades,United States--Idaho--Shoshone County--Wallace,Wallace,47.47237,-115.925008,B207-9,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1945,1945
Memorial Day Parade,"Barnard Studio (Wallace, Idaho)",5/30/1939,,"The marching band playing in the Memorial Day parade in Wallace, Idaho.",paradesbands,United States--Idaho--Shoshone County--Wallace,Wallace,47.471881,-115.923995,B208-1,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1946,1946
Memorial Day Parade,"Barnard Studio (Wallace, Idaho)",5/30/1939,,"The marching band playing in the Memorial Day parade in Wallace, Idaho.",paradesbands,United States--Idaho--Shoshone County--Wallace,Wallace,47.471321,-115.922438,B208-2,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1947,1947
Providence Hospital,"Barnard Studio (Wallace, Idaho)",1910,yes,"Exterior view of the Providence Hospital in Wallace, Idaho. A mountain covered in trees can be seen in the background.",hospitals,United States--Idaho--Shoshone County--Wallace,Wallace,47.474294,-115.914446,B210-1,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1948,1948
Providence Hospital,"Barnard Studio (Wallace, Idaho)",1910,yes,"Exterior view of the Providence Hospital in Wallace, Idaho. A mountain covered in trees can be seen in the background.",hospitals,United States--Idaho--Shoshone County--Wallace,Wallace,47.474108,-115.91429,B210-2,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1949,1949
Providence Hospital,"Barnard Studio (Wallace, Idaho)",1910,yes,"Exterior view of the Providence Hospital in Wallace, Idaho. A mountain covered in trees can be seen in the background.",hospitals,United States--Idaho--Shoshone County--Wallace,Wallace,47.474294,-115.914429,B210-3,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1950,1950
Wallace Hospital,"Barnard Studio (Wallace, Idaho)",3/23/1905,,"The Hospital in Wallace, Idaho, with nurses standing on the balconies and hills in the background.",hospitalsnurses,United States--Idaho--Shoshone County--Wallace,Wallace,47.4714,-115.929913,B160,"PG 8, Barnard-Stockbridge Collection",5x7 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1951,1951
Wallace Hospital,"Barnard Studio (Wallace, Idaho)",3/23/1905,,"The Hospital in Wallace, Idaho.",hospitals,United States--Idaho--Shoshone County--Wallace,Wallace,47.471338,-115.929786,B161,"PG 8, Barnard-Stockbridge Collection",5x7 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1952,1952
Elks Temple,"Barnard Studio (Wallace, Idaho)",1935,yes,"Elks Temple, located on the corner of Cedar and 5th Street in Wallace, Idaho.",temples,United States--Idaho--Shoshone County--Wallace,Wallace,47.472582,-115.925713,B163-2,"PG 8, Barnard-Stockbridge Collection",70 mm black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1953,1953
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/15/1935,,"Fire trucks driving in the Elks Roundup parade in Wallace, Idaho.",fire enginesparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472392,-115.923017,B169-2,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1954,1954
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/15/1935,,"The band marching in the Elks Roundup parade in Wallace, Idaho. Cars line the streets.",bandsparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472436,-115.922857,B169-3,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1955,1955
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/15/1935,,"The band marching in the Elks Roundup parade in Wallace, Idaho. Cars line the streets.",bandsparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472416,-115.922946,B169-4,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1956,1956
Veterans Pet Parade,"Barnard Studio (Wallace, Idaho)",7/26/1936,,"A boy with his pet at the Veterans pet parade in Wallace, Idaho.",childrenparadespets,United States--Idaho--Shoshone County--Wallace,Wallace,47.471512,-115.925984,B174-1,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1957,1957
Veterans Pet Parade,"Barnard Studio (Wallace, Idaho)",7/26/1936,,"A girl with her pet in a stroller at the Veterans pet parade in Wallace, Idaho.",childrenparadespets,United States--Idaho--Shoshone County--Wallace,Wallace,47.47113,-115.922102,B174-3,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1958,1958
Veterans Pet Parade,"Barnard Studio (Wallace, Idaho)",7/26/1936,,"Three boys walking their dogs and a girl pushing her pet in a stroller at the Veterans pet parade in Wallace, Idaho.",childrenparadespets,United States--Idaho--Shoshone County--Wallace,Wallace,47.472376,-115.926149,B174-8,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1959,1959
Veterans Pet Parade,"Barnard Studio (Wallace, Idaho)",7/26/1936,,"Children walking with their pets during the Veterans pet parade in Wallace, Idaho.",childrenparadespets,United States--Idaho--Shoshone County--Wallace,Wallace,47.471534,-115.922399,B174-10,"PG 8, Barnard-Stockbridge Collection",3.5x6 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1960,1960
Veterans Pet Parade,"Barnard Studio (Wallace, Idaho)",7/26/1936,,"Two girls walking with their pets at the Veterans pet parade in Wallace, Idaho.",childrenparadespets,United States--Idaho--Shoshone County--Wallace,Wallace,47.471553,-115.925649,B174-12,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1961,1961
Snow Slide (Burke),"Barnard Studio (Wallace, Idaho)",2/27/1936,,"View of a building covered in snow during the snow slide in Burke, Idaho.",snow,United States--Idaho--Shoshone County--Burke,Burke,47.52094,-115.819968,B175-8,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1962,1962
Snow Slide (Burke),"Barnard Studio (Wallace, Idaho)",2/27/1936,,"View of the snow slide in Burke, Idaho. Buildings and trees are covered in snow.",snow,United States--Idaho--Shoshone County--Burke,Burke,47.520407,-115.818595,B175-9,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1963,1963
Snow Slide (Burke),"Barnard Studio (Wallace, Idaho)",2/27/1936,,"View of the damage from the snow slide in Burke, Idaho.",snow,United States--Idaho--Shoshone County--Burke,Burke,47.520813,-115.821134,B175-11,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1964,1964
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"Men marching in the Elks Roundup parade in Wallace, Idaho.",menparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472357,-115.924998,B176-1,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1965,1965
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"A swan float in the Elks Roundup parade in Wallace, Idaho.",floatsparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472466,-115.925098,B176-2,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1966,1966
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"Cars driving and people marching in the Elks Roundup parade in Wallace, Idaho.",parades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472354,-115.925196,B176-3,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1967,1967
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"A car driving in the Elks Roundup parade in Wallace, Idaho. Cars are parked in front of buildings along the side of the street.",automobilesparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472363,-115.924799,B176-4,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1968,1968
