title,creator,description,date,subjects,origin,destination,location,source,format,type,rights,language,object-id
"Operative report, February 02, 1901",Thiel Detective Service Co.,"Operative mentions the recent union meeting adjourned early due to lack of people present, discusses a conversation with Red Stratton, speculates on the employment of the deputies and when the old union members who fled the country would return; two pages.",1901-02-02,labor unions; labor disputes; travel,United States--Idaho--Shoshone County--Wardner,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,404
"Operative report, February 08, 1901",Thiel Detective Service Co.,Operative discusses a recent legal matter called the 16 to 1 case involving a Mr. Finch and a Mr. Campbell.,1901-02-08,legal disputes; miners; labor unions,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,405
"Operative report, February 09, 1901",Thiel Detective Service Co.,"Operative discusses an interview with Ed Martin about union men finding work, others speculate on union activities, various mines, and the 16 to 1 legal case.",1901-02-09,labor unions; foreman; labor disputes; legal disputes; hiring,United States--Idaho--Shoshone County--Wardner,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,406
"List of union members, no date",Thiel Detective Service Co.,Operative lists 36 union members.,1900,miners; labor unions,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,407
"Operative report, February 15, 1901 [01]",Thiel Detective Service Co.,"Operative discusses dislike for miners from Missouri, union men are working under different names.",1901-02-15,labor disputes; miners; labor unions,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,408
"Operative report, February 15, 1901 [02]",Thiel Detective Service Co.,"Operative mentions two men who had returned to the Coeur d'Alenes in order to locate a possible traitor to the union, the union is ""winning"" in Montana.",1901-02-15,travel; undercover; labor unions,United States--Idaho--Shoshone County--Wardner,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,409
"2 operative reports, both February 16, 1901",Thiel Detective Service Co.,"February 16, 1901: At the recent union meeting, the only business was the answering of a letter from a union secretary in Arizona inquiring on the state on affairs in the Coeur d'Alenes; February 16: Operative mentions meeting with many union members; two pages.",1901-02-16,labor unions; labor disputes; hiring; miners,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,410
"3 operative reports, February 20, 1901, February 23, 1901, and February 19, 1901",Thiel Detective Service Co.,"February 20: Operative discusses a conversation with a Jack Conley who believes that the mine owners are encouraging miners to come to the Coeur d'Alenes from all over the country, lists 14 union members; February 23: operative mentions threats against Mr. [Edmiston], discouragement among the union members; February 19: operative gives detailed list of 13 union members who have just arrived; two pages.",1901-02-19,labor disputes; labor unions; travel; miners; murder;,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,411
"Operative report, February 22, 1901",Thiel Detective Service Co.,"Operative reports some men are angry over the men from out of town getting work, miners are working under assumed names, a rumor that some mine employees are frustrated with the system.",1901-02-22,labor disputes; murder; undercover; miners; foreman;,United States--Idaho--Shoshone County--Wallace,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,412
"2 operative reports, January 24, 1901, January 19, 1901",Thiel Detective Service Co.,"January 24: Operative mentions a rumor that union men are boycotting the mining employment agency, the unions will march on Labor Day under a flag and a banner stating the second amendment; January 19: operative reports on a recent union meeting; two pages.",1901-01-19,labor unions; labor disputes;,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,413
"4 operative reports, February 25, 1901, February 28, 1901, February 26, 1901, February 28, 1901",Thiel Detective Service Co.,"February 25: Operative mentions frustration over men from out of town getting work, a rumor of a wage cut, a list of 18 miners; February 28: Operative mentions more men are arriving for work, some union members are dissatisfied about the way the union is doing business and are considering leaving the unions; February 26: operative reports on speculation on employment and wages; February 28: operative mentions possible travel plans of miners; three pages.",1901-02-25,labor unions; labor disputes; travel; miners; hiring; pay,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,414
"Letter from W. S. Swain to Frederick Burbidge, March 07, 1901","Swain, Wilson S.",Swain informs Burbidge of a substitution in operatives.,1901-03-07,detectives,United States--Washington--Spokane County--Spokane,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,415
"Operative report, March 10, 1901 [01]",Thiel Detective Service Co.,Operative reports on the employment of a few men.,1901-03-10,hiring; labor unions,United States--Idaho--Shoshone County--Wardner,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,416
"Operative report, March 10, 1901 [02]",Thiel Detective Service Co.,Operative lists 16 union members.,1901-03-10,miners; labor unions,United States--Idaho--Shoshone County--Wallace,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,417
"Invoice for services and expenses of the Thiel Operative for February, 1901, submitted to Bunker Hill and Sullivan M. & C. Co. March 1, 1901",Thiel Detective Service Co.,"A detailed list of the expenses incured by the operative, billed to Bunker Hill & Sullivan M. & C. Co.",1901-03-01,invoices,United States--Washington--King County--Seattle,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,418
"2 operative reports, both January 27, 1901",Thiel Detective Service Co.,"January 27 (1): Operative discusses a conversation with a traveling soap salesman, a rumor of two men being accused of being """"spotters""""; January 27 (2): operative mentions a rumor that the marshall law and current employment system will be around for quite a while, two dangerous men making threats; two pages.",1901-01-27,labor unions; advertising; pay; undercover; hiring; labor disputes,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,419
"Letter from [W. S. Swain] to Frederick Burbidge, March 18, 1901","Swain, Wilson S.",Swain informs Burbidge of the enclosed invoice.,1901-03-18,invoices,United States--Washington--Spokane County--Spokane,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,420
"Operative report, March 26, 1901",Thiel Detective Service Co.,Operative discusses a letter he saw written by a Frank Cain to his sister about rumors of employment in the region and possible union respsonses to wages being cut.,1901-03-26,hiring; labor unions; labor disputes,United States--Idaho--Shoshone County--Wallace,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,421
"Operative report, no date",Thiel Detective Service Co.,Operative lists eight union members who had been laid off and have left the country.,1900,miners; labor unions; travel,United States--Idaho--Shoshone County--Black Bear,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,422
"Operative report, March 18, 1901",Thiel Detective Service Co.,"Operative mentions discussions with miners about men arriving from Missouri, the current hiring system, a list of 16 union members.",1901-03-18,miners; hiring,United States--Idaho--Shoshone County--Wallace,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,423
"2 operative reports, March 27, 1901, March 28, 1901",Thiel Detective Service Co.,March 27: Operative mentions speculation on the outlook for the unions; March 28: operative discusses the local union's plans to discourage miners arriving from Missouri.,1901-03-27,labor unions; hiring; advertising; travel,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,424
"2 operative reports, March 31, 1901, March 30, 1901",Thiel Detective Service Co.,March 31: Operative discusses a recent union meeting where employment and union membership were discussed; March 30: operative mentions a possible plan for the unions to work with the Missourians.,1901-03-30,labor unions; labor disputes;,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,425
"Invoice for services and expenses of the Thiel Operative for March, 1901, submitted to Bunker Hill and Sullivan M. & C. Co. April 1, 1901",Thiel Detective Service Co.,"A detailed list of the expenses incured by the operative, billed to Bunker Hill & Sullivan M. & C. Co.",1901-04-01,invoices,United States--Washington--King County--Seattle,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916.http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,426
"2 operative reports, both on April 4, 1901",Thiel Detective Service Co.,"April 4 (1): Operative reports on the opinions of a Mr. C. B. Brown, president of a miners union in Utah, who has arrived to investigate the recent murders, a list of 12 union members; April 4 (2): operative discusses miners from Missouri joining the local union, speculation on wages.",1901-04-04,labor unions; labor disputes; murder; miners; hiring,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,427
"Operative report, April 08, 1901",Thiel Detective Service Co.,"Operative discusses a conversation with Jerry Hanley who discusses labor disputes in Butte, Montana and the Coeur d'Alenes.",1901-04-08,travel; labor unions; labor disputes,United States--Idaho--Shoshone County--Wardner,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,428
"Operative report, April 09, 1901",Thiel Detective Service Co.,Operative lists 18 union members.,1901-04-09,miners; labor unions,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,429
"Operative report, April 10, 1901",Thiel Detective Service Co.,"Operative discusses a recent union meeting where 12 men were initiated, meetings were scheduled, mentions a possible strike and thoughts on the miners from Missouri.",1901-04-10,labor unions; miners; labor disputes,United States--Idaho--Shoshone County--Gem,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,430
"3 operative reports for Coeur d'Alene Mine Owners Association, April 11, 1901, April 14, 1901, April 17, 1901, [transcribed April 24, 1901]",Thiel Detective Service Co.,"April 11: Operative mentions a couple of men have a favorable view of some of the men from Missouri, other miners complain of poor working conditions, union membership is discussed, many gamblers have arrived; April 14: operative reports seeing suspicious men, speculation on gaining union influence, whether or not Missourians should join the unions; April 17: operative reports on union men being employed in the mines, possible threats and violence against the union members from the sheriff and deputies during the investigation into Fisher's murder; five pages.",1901-04-11,miners; labor unions; travel; labor disputes; murder; legal disputes,United States--Idaho--Shoshone County--Wallace,United States--Washington--King County--Seattle,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,431
"Operative report for Coeur d'Alene Mine Owners Association, April 20, 1901, transcribed April 24, 1901",Thiel Detective Service Co.,"Operative mentions 5 men are looking for work, a rumor that it is the deputies that are causing all of the trouble rather than the unions, operative met a man who is know by at least 4 names.",1901-04-20,hiring; labor unions; labor disputes; travel,United States--Idaho--Shoshone County--Wallace,United States--Washington--King County--Seattle,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,432
"Operative report, April 12, 1901",Thiel Detective Service Co.,"Operative mentions possible union troubles in other regions, discusses possible plans of the local unions and Western Federation of Miners to be recognized by the mine owners or managers.",1901-04-12,travel; labor unions; labor disputes; property damage,United States--Idaho--Shoshone County--Wardner,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,433
"3 operative reports, March 21, 1901, two on March 23, 1901",Thiel Detective Service Co.,"March 21: A list of 10 union members; March 23 (1): a list of 13 union members, speculation on the permit system of hiring; March 23 (2): a pay cut is expected; second page scanned appears to be a stray page, no date, in which operative mentions a possible scheme, union membership, a detective in town investigating a recent fight, and donations to legal cases.",1901-03-21,miners; hiring; labor unions; labor disputes,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,434
"3 operative reports for Frisco Cons'd Mining Co., April 16, 1901, April 17, 1901, April 20, 1901, [transcribed April 24, 1901]",Thiel Detective Service Co.,"April 16: Operative reports that a union man named Fisher was murdered, possibly by a man named Sam Findley, although the operative was also a suspect; April 17: Operative was told that the union would be investigating the murder and that union members shouldn't cause trouble, some men are making threats against the deputies, others have left town; April 20: a union meeting was held to discuss the murder of Fisher, the union will get an attorney, an man possibly doing missionary work has arrived.",1901-04-16,murder; legal disputes; labor unions,United States--Idaho--Shoshone County--Gem,United States--Washington--King County--Seattle,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,435
"Operative report, April 18, 1901",Thiel Detective Service Co.,Operative reports on escalating threats and disputes between the mine managers and union members after the murders of Jack Powell and George Fisher.,1901-04-18,murder; labor unions; detectives; labor disputes,United States--Idaho--Shoshone County--Wardner,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,436
"Operative report, April 20, 1901",Thiel Detective Service Co.,"Operative mentions a rumor that the violence and lawlessness in the Coeur d'Alene region is caused by the sheriffs office, deputies, and mine managers, and the need for the union men to stand up and fight back, which might be supported by the Butte miners union, speculation on the Fisher murder trial.",1901-04-20,legal disputes; labor disputes; murder; labor unions; travel,United States--Idaho--Shoshone County--Wardner,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,437
"Letter from W. S. Swain to Frederick Burbidge, April 23, 1901","Swain, Wilson S.","Swain informs Burbidge that he is working on a possible issue with the operative reports, Swain will be in the region soon.",1901-04-23,undercover; reports; travel,United States--Illinois--Cook County--Chicago,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,438
"8 operative reports, April 26, 1901, April 27, 1901, two on April 29, 1901, May 2, 1901, two on May 3, 1901, May 1, 1901",Thiel Detective Service Co.,"April 26: Operative reports on a possible plan to murder the mine managers in the event that Sam Finley is acquitted; April 27: operative discusses speculation on the murder of John Powell and subsequent trial; April 29 (1): operative reports on many men who are angry or making threats, speculation about the Finley trial; April 29 (2): operative discusses speculation on the Finley trial and jury, lists 8 union members; May 2: operative discusses employment, threats against deputies, lists 3 union members; May 3 (1): operative mentions various miners, employment of foreigners; May 3 (2): operative mentions a union directive to not allow any men who had been employed as 'scabs' to join, a rumor that union members are starting to gain employment; May 1: a list of 22 union members; four pages.",1901-04-26,travel; legal disputes; murder; dynamite; labor unions; labor disputes; hiring; miners; foreman,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,439
"Stray page in which operative mentions a possible scheme, union membership, a detective in town investigating a recent fight, and donations to legal cases",Thiel Detective Service Co.,"Appears to be a stray page, no date, in which operative mentions a possible scheme, union membership, a detective in town investigating a recent fight, and donations to legal cases.",1900,labor unions; labor disputes; legal disputes,United States--Idaho--Shoshone County--Wardner,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,440
"Operative report, May 10, 1901",Thiel Detective Service Co.,Operative mentions possible corruptness of the mine managers and deputies and the union response to that corruption.,1901-05-10,labor unions; labor disputes; murder; travel; legal disputes,United States--Idaho--Shoshone County--Wardner,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,441
"Letter from W. S. Swain to Frederick Burbidge, May 11, 1901","Swain, Wilson S.","Swain informs Burbidge that the sheriff has been notified on the suspicious men, mentions a fund of $5000 for possible union violence, offers guards.",1901-05-11,labor unions; labor disputes,United States--Washington--Spokane County--Spokane,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,442
"3 operative reports, two on May 11, 1901, May 13, 1901",Thiel Detective Service Co.,"May 11 (1): Operative discusses rumors about the sheriff and deputies, mentions recent legal trials; May 11 (2): operative discusses boarding houses, the Finley trial, anger against the sheriff and deputies, discusses union men in the region; May 13: operative mentions a man who had escaped from the Bull-Pen, discusses the sheriff and deputies and threats againts them, activities of various union members; two pages.",1901-05-11,labor disputes; labor unions; legal disputes; miners; murder; undercover,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,443
"2 operative reports, May 13, 1901, May 14, 1901",Thiel Detective Service Co.,"May 13: Operative mentions talking with various union men in Mullan and Wallace about the sheriff and deputies; May 14: operative mentions union men possibly being employed in the mines in the region, speculation about the Finley trial.",1901-05-13,labor unions; detectives; hiring; labor disputes,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,444
"Operative report, May 14, 1901",Thiel Detective Service Co.,"Operative discusses threats against the sheriffs department, deputies, and mine owners/managers.",1901-05-14,labor disputes; travel; murder,United States--Idaho--Shoshone County--Wallace,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,445
"Letter from W. S. Swain to Frederick Burbidge, May 16, 1901","Swain, Wilson S.",Swain asks Burbidge if the operative should point out some fellows; handwritten.,1901-05-16,detectives; undercover,United States--Washington--Spokane County--Spokane,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,446
"2 operative reports, May 19, 1901, May 20, 1901",Thiel Detective Service Co.,"May 19: Operative mentions union men singing Bull-Pen and other patriotic songs; May 20: operative discusses the amount of guns and amunitions a group of men took to go prospecting, a conversation about the explosion of the mill in 1899.",1901-05-19,labor unions; labor disputes; travel; property destruction,United States--Idaho--Shoshone County,,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,447
"Invoice for services and expenses of the Thiel Operative for April, 1901, submitted to Bunker Hill and Sullivan M. & C. Co. May 1, 1901",Thiel Detective Service Co.,"A detailed list of the expenses incured by the operative, billed to Bunker Hill & Sullivan M. & C. Co.",1901-05-01,invoices,United States--Washington--King County--Seattle,United States--Idaho--Shoshone County--Kellogg,Coeur d'Alene Mining District (Idaho),"MG 5, Stanly Easton. Papers, 1900-1916. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,448
