Title	Creator	Description	Date	Subject	Keywords	Relation	Contributing Institution	Publisher Digital	Digital Collection Website	Source	Identifier	Publisher	Format Original	Type	Format	Digitization Specifications	Rights	Language	Date Digital	Coverage	Latitude	Longitude	Full text	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 11									http://www.lib.uidaho.edu/digital/dworshak/														Proposed Projects Can Do The Job .....ILLIONS  KIlOW"ns  ~----~---~------.----~20  10  1970  EXISTING RESOURCES  I  '960 '965  l-----l-----+--------jf----f'C----jI-IB  1J,.:..0-----I- 12  Can the job be done? Can that "question mark" period in our  power supply pictur"c beyond the year 1960 be filled? The  answer is, yes, provided all of us in the area-federal agen­cies,  local public agencies and private companies-cooperate  with one another to get results for the region. And provided  also tJlat political obstructionism is not permitted to interfere  with a program of action. After all, this is not a political prob­lem.  Jt is a practical problem that requires huge amounts of  inveslment dollars. The need is clear. The plans are sound.  ) The projects can be readily financed. It is lime for all of us  in the Northwest to work together for the good of the region. 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1043	1043	1044.pdfpage	/dworshak/image/1044.pdfpage
Page 12									http://www.lib.uidaho.edu/digital/dworshak/														Published by Pacific Power & light Company  Public Service Building, Portland 4, Oregon  In the interest of better understanding of the  Pacific Northwest power situation.  )  )  ) 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1044	1044	1045.pdfpage	/dworshak/image/1045.pdfpage
""Our Future Power Supply: Action Needed"" Highlights of discussion (sic) by Paul b. McKee, President, Pacific Power & Light Company, at Members Forum, Portland Chamber of Commerce	Paul B. McKee	Highlights of a discussion with Paul B. McKee, president of the Pacific Power & Light Company at the Portland Chamber of Commerce.  Includes graphs  and maps regarding Northwest Water resources and power supplies: ""Loads & Resources, Historic & Projected Northwest Power Pool Area,"" ""Dollar Expenditures to Meet Projected Needs,"" ""Northwest power pool facilities,"" ""residential customer data,"" ""total cost of electricity,"" ""power costs and industry,"" ""comparison of power costs,"" ""Portland vs. other cities.""	1955-10-17	Curtis, Bert, 1903-1985;	Energy; power; watersheds; Portland; northwest	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-1a-008		Brochure	Text	application/pdf	300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011-05	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1045	1045	1046.cpd	/dworshak/supp/1045/index.pdf
Page 1									http://www.lib.uidaho.edu/digital/dworshak/														_II II _U.S.AllmV WGIrK:£ll11ISTllICT  111101111 -WAUA WALlA.WAS~lnGTOn=  _ - CORPS Of mGIn€€llS  1961  2 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1046	1046	1047.pdfpage	/dworshak/image/1047.pdfpage
Page 2									http://www.lib.uidaho.edu/digital/dworshak/														LOWER GRAniTE  l.OCH AnD DAm  ~tat[stfc~ . .,.  LOWER GRANITE LOCK AN 0 DAM CARRIES  CONGRESSiONAL APPROVAL BUT IS STllllN THE  PLANNING STAGE, WITH SITE EXPLORATlON AND  POOL lEVEl STUDIES THE PRINCIPAL WORK SCHE­DULED  FOR THE 1962 FISCAL YEAR.  TENTATIVELY, THE DAM SITE LOCATION IS  RIVER MILE 107.5, WITH EXAct NORMAL POOL ElE­VATION  NOT AS YET DETERMINED. ESTIMATED TO­TAL  COST OF THE LOWER GRANITE PROJECT IS TAR­GETED  FOR SI47,000,000.  IT 15 REASONABLE TO ASSUME THAT IN DE­TAILED  DESIGN LOWER GRANITE Will FOllOW  CLOSELY SOME SPECIFICATIONS OF THE ICE HARBOR  AND LOWER MONUMENTAL PROJECTS. UNDOUBTED­LY,  THE STANDARDIZED DIMENSIONS OF DOWN ­STREAM  NA.VIGATION LOCKS Will BE CARRIED  THROUGH AT LOWER GRANITE, WITH THE HEIGHT OF  THE GATES DEPENDENT UPON THE ESTABLISHMENT  OF THE NORMAL POOL LEVEl,  FISH LADDER FACILITIES SHOULD DUPLICATE  DOWNSTREAM SPECIFICATIONS; NAMELY, ONE  FISH LADDER ON EACH SHORE WITH A SLOPE RATIO  OF 1 ON 10. POWERHOUSE DESIGN MAY VARY SOME,  WITH LATE IMPROVEMENTS IN GENERATOR DESIGN  ALLOWING FOR EVEN GREATER INDIVIDUAL GENERA­TOR  KW OUTPUT THAN SPECIFIED AT THE THREE OO\VN·  STREAM DAMS,  WHILE 36 MILES OF RAILROADS WILL BE AFFEC­TED,  LOWER GRANITE WILL DIFFER FROM THE DOWN­STREAM  DAMS IN THAT A CONSiDERABLE AMOUNT  OF LEVEE WORK WILL BE NECESSARY ON BOTH SHORES  OF THE CLEARWATER AT LEWISTON AND THE SNAKE  RIVER BETWEEN LEWISTON AND CLARKSTON, 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1047	1047	1048.pdfpage	/dworshak/image/1048.pdfpage
Page 3									http://www.lib.uidaho.edu/digital/dworshak/														1J6out tltt' j)1211!!' tMP  tltt' ~1l12;t'Rlut'-f  THE MEANDERING SNAKE .•• RIV£R OF  MANY NAMES. FROM THE WYOMING fETONS  THROUGH A TRIO OF SPRAWLING STATES, IT WINDS  AND TWISTS LIKE A TRUE SERPENT TRACK IN THE  TRAil DUST.  TO THE INDIANS, IT TOOK ON THE NAME  Of FANCIFUL LEGENDS. TO THE FUR TRADER, IT  WAS IDENTIFIED BY THE PARTICULAR TRIBE THAT  LIVED WITHIN A SHORE STRETCH. TO THE PIONEER  SETTLER, THE CONflUENCE OF EACH LESSER STREAM  CARRIED A lOCAL IDENTITY •  WITH IDAHO'S GOLD DISCOVERY Of 1860,  THE SNAKE BECAME THE WATER TRAILWAY TO THE  UPSTREAM DIGGINGS. FORT WALLA WALLA ON  THE COLUMBIA BROW THE MOUTH OF THE SNAKE  WAS THE "JUMPING-OFF" POINT •.. LEWISTON,  IDAHO, 140 MILES UPSTREAM, THE BONANZA  BOOM-TOWN GOAL. STERN-WHEELERS, FLATBOATS  AND TINY RIVER CRAFTS ALIKE, LAY OFF THE MOUTH  OF THE SNAKE IN EARLY SPRING, WAITING FOR  THE UPSTREAM ICE-fLOW HAZARDS TO CLEAR. AN  ADVENTURESOME FEW MANEUVERED THEIR CRAFTS  INTO A TINY KIDNEY-SHAPED BAY ON THE SOUTH  SHORE OF THE SNAKE TO SNEAK A FEW PRECIOUS  MILES ADVANTAGE OVER THE WAITING HORDE  DOWNSTREAM. THAT TINY HAVEN FROM THE RIVER'~  TREACHEROUS ICE FLOW BECAME KNOWN AS ICE  HARBOR.  THIRTY MILES UPSTREAM A TOWERING PILLAR  OF ROCK THAT WARNED OF DANGEROUS RAPIDS AT  A SHARP RIVER BEND BECAME LOWER MONUMENTAL.  STILL FURTHER UPSTREAM WERE OTHER LANDMA.RKERS  TO THE RIVER'S COURSE -- LITTLE GOOSE ISLAND  AND :'OWER GRANITE CANYON. SO THE RIVER  CARRIED ITS LEGEND TO THE GENERATION OF  TODAY AS MULTIPURPOSE DAMS NOW TAKE ON  THE IDENTITY OF THEIR SHORE-LINE POINTS--  ALL MA.RKERS IN THE PARADE OF PROGRESS. 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1048	1048	1049.pdfpage	/dworshak/image/1049.pdfpage
Page 4									http://www.lib.uidaho.edu/digital/dworshak/														!lault/afioll  ICE HARBOR lOCK ANO DAM, AT THE HEAD­WATERS  OF THE COLUMBlA RIVER'S McN~RY DAM  POOL, OR LAKE WALLULA AS IT IS OFFICIAllY TItlED,  IS THE FIRST OF FOUR MULTIPURPOSE DAMS THAT Will  ULTIMATELY EXTEND SLACK-WATER NAVIGATION  FROM THE CONflUENCE OF THE SNAKE AND COLUM·  BIA RIVERS, 140 MilES UPSTREAM TO THE LEWISTON,  IDAHO-CLARKSTON, WASHINGTON AREA.  THE RESERVOIR BEHIND ICE HARaOR lOCK  AND DAM WILL, BY LATE 1961, HAVE CREATED A  31.9-MIlE LONG POOL REACHING UPSTREAM TO  THE LOWER MONUMENTAL DAM SITE AT RIVER MILE  41.6. LOWER MONUMENTAL lOCK AND DAM, IN  TURN, WILl.. WITH COMPLETION IN, 1967, FORM A  28.7-MllE RESERVOIR WITH HEADWATERS AT THE  SITE OF LITTLE GOOSE LOCK AND DAM AT RIVER  MilE 70.3. THE FOURTH AND UPSTREAM-MOST  DAM TOWARD THE lEWISTON-CLARKSTON OBJEC­TIVE  IS LOWER GRANITE LOCK AND DAM SITE  TENTATIVELY SET AT APPROXIMA,TElY RIVER MILE  107.5. ITS 36.5-MILE POOL WILL COMPLETE THE  SLACK-WATER PATHWAY AND REACH TO BEYOND  THE CONFLUENCE Of THE SNAKE AND CLEARWATER  RIVUS AT LEWISTON, IDAHO.  WITH COMPLETION OF THESE FOUR DAMS,  AND COMPLETION OF JOHN DAY LOCK AND DAM  ON THE COLUMBIA RIVER, SLACK-WATER NAVIGA­TION  WILL BE POSSIBLE fROM PACIFIC OCEAN  TIDEWATER BElOW BONNEVILLE DAM 325 MILES UP  THE COLUMBIA TO THE PASCO-KENNEWICK AREA  AND 1040 MILES UP THE SNAKE RIVER TO THE LEWIS­TON-  CLARKSTON AREA. AVERAGE ANNUAL TON­NAGE  TO BE CARRIED ON THE LOWER SNAKE RIVER  AFTER COMPLETION OF THE FOUR DAM PROJECT IS  ESTlMA.TED IN EXCESS OF FOUR MILLION SHIPPING  TONS. 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1049	1049	1050.pdfpage	/dworshak/image/1050.pdfpage
Page 5									http://www.lib.uidaho.edu/digital/dworshak/														) jlrCf{'(jtloll  THE RESERVOIRS THAT WilL BE FORMm BEHIf\  THE FOUR DAMS BETWEEN THE MOUTH OF THE SNAt:  AND LEWISTON, IDAHO ,WilL IN ADOlTJON TOA  140-MllE STRETCH OF NAVIGABLE SLACK WATER,  CREATE NUMEROUS RECREATIONAL SITES INV1T1NG  TO BOATING, SWIMMING, FISHING AND WATER  SPORTS. McNARY'S SLACK-WATER POOL, OFFI­CIAllY  TITlED LAKE WALLULA, EXTENDS 9.7 MilES  UP THE SNAKE RIVER TO ICE HARBOR. BETWEEN THE  MOUTH OF THE SNAKE AND ICE HARBOR IS HOOD  PARK ON THE SOUTH SHORE, WHICH AFFORDS PUB­LIC  PICNICKING, SWIMMING, AND BOAT LAUNCH  ING fACIliTIES.  WITH COMPLETION OF THE LOWER SNAKE'S  FOUR DAM PROGRAM, PLEASURE BOATS Will BE  ABLE TO NEGOTIATE THE LOCKS AT EACH MULTI­PURPOSE  PROJECT AND PROCEED UPSTREAM WITH  ASSURANCE OF NUMEROUS BOAT HAVENS BEING  AVAILABLE FOR PROTECTION AGAINST HAZARDOU~  STORMS. BOAT LAUNCHING RAMPS, CAMPING  SITES AND ACCOMMODATIONS FOR OVERNIGHT  ANCHORAGE WILL ALSO BE ACCESSIBLE.  THE ACCESS ROADS NECESSARY TO THE CON  STRUCTION OF EACH DAM WILL FURNISH ACCESSI­BILITY  TO EACH OF THE RESERVOIR POOLS. ADDI­TIONAL  ROADWAYS ARE PLANNED TO LEAD FROM  THE MAIN HIGHWAYS TO THE VARIOUS RECREATIO:­AL  SPOTS INCLUDED IN THE SHORE-LINE DESIGN  FOR THE 140-MILE RIVER STRETCH.  WITHIN THE DECADE THE SLACK-WATER PAn  WAY FROM THE PACIFIC OCEAN TO ABOVE LEW!Sl(  SHOULD OFFER MANY INVITING TOURIST AND RE­CREATIONAL  ATTRACTIONS ALONG THE 325-MILE  CRUISE COURSE TO THE MOUTH OF THE SNAKE AN[  UP THE 140-MILE COURSE ON THE SNAKE TO LEWIS­TON,  IDAHO, AND CLARKSTON, WASHINGTON, 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1050	1050	1051.pdfpage	/dworshak/image/1051.pdfpage
Page 6									http://www.lib.uidaho.edu/digital/dworshak/														THE INITIAL HYDROELECTRIC POWER POTEN­TIALITIES  OF THE COMPLETED FOUR LOWER SNAKE  RIVER MULTIPURPOSE PROJECTS IS CURRENTlY ESTI­MATED  AT 1,-485,000 KILOWATTS AND ULTIMATELY  AT 2,970,000 KILOWATTS. PRESENT PLANS CALL  FOR THE INITIAL INSTALLATION OF THREE GENERAT­ING  UNITS AT EACH DAM, WITH SKElETON UNITS  INCORPORATED INTO THE POWERHOUSE STRUCTURE  TO ULTIMATELY ACCOMMODATE THREE ADDITIONAL  UNITS.  WHILE THE UNITS ALREADY INSTALLED AT  ICE HARBOR DAM ARE DESIGNED FOR A NAME­PLATE  RATING OF 90,000 KILOWATTS EACH, THE  THREE UNITS FOR LOWER MONUMENTAL, THE  SECOND UPSTREAM MULTIPURPOSE PROJECT, ARE  BEING DESIGNED TO PRODUCE 135,000 KILOWATTS  EACH. WITH A 15 PERCENT OVERLOAD INCORPORA­TED  INTO THE DESIGN OF EACH UNIT, THIS WILL  PROVIDE FOR AN INITIAL CAPACITY OF OVER 450,00:  KILOWATTS AT LOWER MONUMENTAL.  THE INITIAL POWER INSTALLATION FOR lITIlI  GOOSE IS ESTIMATED AT 405,000 KILOWATTS, WITH  THREE UNITS CARRYING A NAME-PLATE RATING Of  135,000 KILOWATTS EACH BEING INCLUDED IN THE  INITIAL POWERHOUSE DESIGN. ULTIMATE CAPACITY  FOR LITTlE GOOSE IS ESTIMATED AT 810,000 KILO­WATTS.  LOWER GRANITE'S HYDROELECTRIC POTEN­TIAliTY,  THOUGH STILL IN THE PLANNING STAGE,  WILL, UNDOUBTEDLY, BE COMPARABLE TO THE  KILOWATT OUTPUT Of LITTLE GOOSE. THE POWER  GENERATED BY THESE FOUR LOWER SNAKE RIVER  DAMS WILL ALL BE CHANNELED INTO THE NORTH­WEST  POWER POOL FOR REDISTRIBUTION THROUGH­OUT  THE NORTHWEST INDUSTRIAL AREA. 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1051	1051	1052.pdfpage	/dworshak/image/1052.pdfpage
Page 7									http://www.lib.uidaho.edu/digital/dworshak/														Ot!lr'1 ,Ilr//t'lltJ'  THE LADDER OF FOUR DAMS THAT WIlt MAKE  UP THE IMPROVEMENTS PLAN~ED FOR THE lO'WER  SNAKE RIVER WIll FORM A SUCCESSION OF OVER­LAPPING  POOLS, WITH THE UPPERMOST RESERVOIR  EXTENDING TO WELL ABOVE LEWISTON. NUMEROUS  BENEFITS OTHER THAN THOSE USUALLY ATTRIBUTED  TO MULTIPURPOSE DAMS, NAMElY, NAVIGATION  RECREATION. IRRIGATION AND HYDROELECTRIC  POWER Will ACCRUE WITHIN THE SHORE LINE OF  THESE FOUR PROJECTS. THE IRRIGATION BENEFITS  WIll RESULT FROM A REDUCED PUMPING LIFT TO  IRRIGABlE LAND BORDERING THE SNAKE RIVER,  THE AVAILABILITY OF INCREASED POWER SUPPLY  Will ALSO MAKE IRRIGATION MORE FEASIBLE.  THE RESERVOIRS OF THE FOUR PROJECTS Will  COMPRISE A WATER AREA Of APPROXIMATELY 34,000  ACRES WITH A TOTAL SHORE LINE OF OVER 262MllES.  THE PAST EXPERIENCE, AS CONFIRMED BY THE  GROWTH OF INDUSTRY ALONG THE McNARY DAM  RESERVOIR SINCE ITS COMPLETION, MAKES REASON­ABLE  THE ASSUMPTION THAT A SIMILAR DEVELOP­MENT  WILL OCCUR AT THE MANY ACCESSIBLE SPOTS  ALONG THE SNAKE RIVER. THE FOUR DAMS BETWEEN  ITS MOUTH AND LEWISTON WILL CONSTITUTE A  CHANGE IN WATER LEVEL FROM:WO MSL AT THE  HEADWATERS OF THE McNA.RY POOL TO 735 AT  LEWISTON.  AS PLANNED, THE OPERATIONS WILL BE  SUCH AS TO MAINTAIN A RELATIVELY CONSTANT  WATER LEVEl OF 735 IN THE LEWISTON.-(LARKSTON  AREA. THIS WILL BE A.CCOMPlISHED BY VARYING  THE WATER SURFACE ElEVATION AT LOWER GRANITE  DAM ACCORDING TO RIVER FLOW. THIS WIll PERMIT  CONSTRUCTION Of HARBOR FACILITIES FOR DEEP  DRAFT EQUIPMENT IN THE LEWlSTON.-(LARKSTON  AREA, AS WELL AS ADAPTABILITY TO INDUSTRIAL  SHORE·lINE INSTALLATIONS. 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1052	1052	1053.pdfpage	/dworshak/image/1053.pdfpage
Page 8									http://www.lib.uidaho.edu/digital/dworshak/														SWIMMING  DON'T SWIM ALONE. THERE IS SAFETY IN NUMBERS  DON'T SWIM FROM BOATS. USE BEACHES AT PUBLIC  SITES.  DON'T OVERESTIMATE YOUR SWIMMING CAPABILITIE  BE SURE THE WATER IS DEEP ENOUGH BEFORE YOU  DIVE.  BOATING  THE RIVER IS TREACHEROUS. BOATS ARE AN OCCU­PANT'S  RISK.  MOTORBOATS, WHEN APPROACHING SMAll BOATS  OR DOCKS, SHAll REDUCE SPEED SUFFICIENT,  lY TO INSURE SAFETY OF LIVES AND PROPERT  ALL BOATS MUST CARRY AT LEAST ONE LIFE PRESER­VER  FOR EACH OCCUPANT.  IF YOUR BOAT UPSETS, STICK TO IT AND USE IT AS  A LIFE PRESERVER.  DON'T STAND UP IN A BOAT TO START THE MOTOR  OR MAKE A REPAIR,  DON'T PA$$A BOAT IN DISTRESS -- GIVE HELP. IF  YOU NEED HELP, ASK FOR IT.  BOATS MUST NOT PASS CLOSER TO A DAM THAN  INDICATED BY WARNING SIGNS.  OBEY BAD WEATHER WARNINGS. HEAD FOR THE  SHORE BEFORE A STORM BREAKS.  SKIING  LEARN TO SWIM PROFICIENTlY BEFORE ATIEMPTING  TO WATER SKI. ALL SKIERS SHOULD WEAR  LIFE JACKETS.  DON'T SKI IN SHALLOW WATER AND AVOID EXCES­SiVE  SPEEDS.  SKI PROGRESSIVElY--NEVER TRY STUNTS FOR WHICI­YOU  DON'T HAVE THE BASiC SKILl.  AVOID SKIING NEAR OBJECTS SUCH AS BOATS AND  DOCKS.  BE CONSIDERATE OF RIGHTS OF SWIMMERS, BOATER  AND FISHERMEN. 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1053	1053	1054.pdfpage	/dworshak/image/1054.pdfpage
Page 9									http://www.lib.uidaho.edu/digital/dworshak/														Ice I-4AR80R  LOC~ AnD DAm  S'tot(f?tfcS' ....  2  ION 16  ION 10  53  5,78-4  $1,245,000  600  10  so BY 53  850,000  661  3  6  KAPLAN  90  1.43,000  90,000  540,000  SNAKE RIVER  109,000  «0  31.9  9,200  2,790  $121,000,000  1961  GENERAL  STREAM RIVER MilE 9.7,  DRAINAGE AREA, SQUARE MILES  NORMAL POOL ELEVATION, MSl  LENGTH NORMAL POOL, MilES  NORMAL POOL AREA, ACRES  LENGTH OF DAM OVER-All, FEET  COST OF DAM COMPLETE  SCHEDULED COMPLETION DATE  SPILLWAY SECTION  LENGTH SPILLWAY, FEET  NUMaER SPILLWAY BAYS  SIZE OF GATES, FEET  SPILLWAY CAPACITY, CFS  POWERHOUSE  POWERHOUSE LENGTH, FEET  NUMBER POWER UNITS INITIAllY  NUMBER POWER UNITS ULTIMATELY  TURBINES, TYPE  REVOLUTIONS PER MINUTE  HORSEPOWER PER UNIT  GENERATOR CAPACITY PER UNIT, KW  rOTAlIN$TALlED CAPACITY, KW  NAVIGATION LOCK  NAVIGATION LOCK TYPE SiNGLE LIFT  MAXIMUM LIFT, FEET 103  LOCK CLEAR LENGTH, FEET 675  LOCK WIDTH, FEET 86  HEIGHT DOWNSTREAM GATE, FEET 91  FILLING TIME, MINUTES 12  FISH LADDER  NUMBER FISH LADDERS  SLOPE RATIO SOUTH SHORE  SLOPE RATIO NORTH SHORE  MISCELLANEOUS  MilES RAILROADS AFFECTED  ACRES LAND ACQUIRED  COST OF LAND ACQUIRED 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1054	1054	1055.pdfpage	/dworshak/image/1055.pdfpage
Page 10									http://www.lib.uidaho.edu/digital/dworshak/														LOWER monumEnTAL  LOCI&lt; AnD DAm  ~t(ifiJ'ffc$' ...,  GENERAL  STREAM RIVER MilE 41.6,  DRAINAGE AREA, SQUARE MilES  NORMo\L POOL ELEVATION, MSl  LENGTH NORMAL POOL, MilES  NORMAL POOL AREA, ACRES  LENGTH OF DAM OVER-All, FEET  COST Of DAM COMPLETE  SCHEDULED COMPLETION DATE  SNAKE RIVER  1(11,500  5&lt;0  28.7  6,590  3,800  $150,000,000  1967  SFILLWAY SECTION  lENGTH SPILLWAY, FEET  NUM8ER SPILLWAY BAYS  SIZE OF GATES, FEET  SPILLWAY CAPACITY, CFS  512  8  50 RY59  850,000  POWERHOUSE  POWERHOUSE LENGTH, FEET 695  NUMBER POWER UNITS INITIAllY 3  NUMBER POWER UNITS ULTIMATelY 6  TURaINES, TYPE KAPLAN, 6-BLADE  REVOLUTIONS PER M!NUTE 90  HORSEPOWER PER UNIT 212,-400  GENERATOR CAPACITY PER UNIT, KW 135,000  TOTAL INSTAllED CAPACITY, KW 810,000  NAVIGATION LOCK  Mo\XIMUM LIFT, FEET 103  LOCK CLEAR LENGTH, FEET 675  LOCK CLEAR WIDTH, FEET 86  fiLLING TIME, MINUTES 15  FISH LADDER  NUMBER FISH LADDERS  SLOPE RATIO SOUTH SHORE (TENTATIVE)  SLOPE RATIO NORTH SHORE (TENTATIVE)  MISCELLANEOUS  MILES RAILROADS AFFECTED  2  1 ON 10  1 ON 10  63.1 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1055	1055	1056.pdfpage	/dworshak/image/1056.pdfpage
Page 11									http://www.lib.uidaho.edu/digital/dworshak/														LITTLE Goose  LOCI&lt; AnD DAm  ~t(JtfS'ticS'....  GENERAL  STREAM RIVER MILE 70.3,  DRAINAGE AREA, SQUARE MILES  NORMAL POOL ELEVATION, MSl  LENGTH NORMAL POOL. MILES  NOR.v.Al POOL AREA, ACRES  LENGTH OF DAM OYER-ALL, FEET  COST OF DAM COMPLETE  SCHEDULED COMPLETION DATE  SNAKE RIVER  03,900  638  37.2  9,860  2,660  Sl44,OOO,OOO  1969  SPILLWAY SECTION  LENGTH SPILLWAY, FEET (TENTATIVE)  NUMBER SPILLWAY BAYS (TENTATIVE)  SIZE OF GATES, FEET (TENTATIVE)  SPILLWAY CAPACITY, CFS (TENTATIVE)  508  8  50 BY 59  850,000  POWERHOUSE  POWERHOUSE LENGTH, fEET (TENTATIVE) 695  NUMBER POWER UNITS INITIALLY (TENTATIVE) 3  NUMBER POWER UNITS ULTIMATELY (TENTATIVE) 6  TURBINES, TYPE (TENTATIVE) KAPLAN, 6-BLADE  HORSEPOWER PER UNIT (TENTATIVE) 212,400  GENERATOR CAPACITY PER UNIT KW 135,000  (TENTATIVE)  TOTAL INSTALLED CAPACITY KW 810, ()(X)  (TENTATIVE)  NAVIGATION  NAVIGATION LOCK TYPE  Mb,XIMUM LIFT, FEET  LO::K LENGTH, FEET  LOCK WIDTH, FEET  HEIGHT DOWNSTREAM GATE  FILLING TIME, MINUTES  LOCK  SINGLE LIFT  101  675  86  85  15  FISH LADDER  NUMBER FISH LADDERS  SLOPE RATIO SOUTH SHORE (TENTATIVE)  SLOPE RATIO NORTH SHORE (TENTATIVE)  MISCELLANEOUS  MILES RAILROADS AFFECTED  2  1 ON 10  ION 10  40 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1056	1056	1057.pdfpage	/dworshak/image/1057.pdfpage
Page 12									http://www.lib.uidaho.edu/digital/dworshak/														"  •I  WASHINGTON - OREGON  Milton-Freewater  \  LOWden~-~~  -0­ColleQOPloce  Cl  ....,- -  @  l WEll M(),.,,~  lOCK &... D-Ritzville  Touche ..'..,,---  ct .--~~=-  Odessa  10  /, LITTLE GOOS-E .~~  "'-'-. DAM S'/TE i~'" ;;iIItt~  ~..•J ,  Umatilla  -"'lJ  oop Loke  enton City  Kiana  !~fous LaJc~  =  McNARY DAM  ........ ' 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1057	1057	1058.pdfpage	/dworshak/image/1058.pdfpage
Page 13									http://www.lib.uidaho.edu/digital/dworshak/														r •  J  LOWEP G1l-AN-J~  DAM ~/TE  Wine s er  d'•  o  ~~~,-Coeur d~e  z  ~ I  Garfield  I  Gre.nocr~s  II  I  81 t &lt;9 0  ZI ~  IIO  (/)  ~I  o Tekoa  1  I  Ro olio  Spokane r ____  ~ ppor!JInl  Thornlon  o esdole 0  DUlly  o Endlcoll  3  '.  295  e  Crosse 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1058	1058	1059.pdfpage	/dworshak/image/1059.pdfpage
Information on Snake River Dams and Harbors	Corps of Engineers Department of the Army	Brochure by the U.S. Army Engineer District Walla Walla, Washington Corps of Engineers.  Lower Granite lock and Dam statistics.  Information about the Damns and the Snake River, including Ice harbor lock and dam and the reservoirs that will be formed behind the four dams between the mouth of snake and Lewiston.  Also includes information on the Initial hydroelectric power potentialities, safety rules, dam statistics, and a map of the dam sites on the Snake near Lewiston and Clarkston.	1961	Curtis, Bert, 1903-1985; Corps of Engineers (U.S.)	Army Corps of Engineers; dams; snake river;	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-1a-007	Corps of Engineers Department of the Army	v	Text	application/pdf	300 dpi compressed jpg is displayed. Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop, Archival Master file is a TIFF.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011-05	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1059	1059	1060.cpd	/dworshak/supp/1059/index.pdf
Page 1									http://www.lib.uidaho.edu/digital/dworshak/														• ••  CIVIL WORKS  PROJECTS  MAY 1962  ~~ 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1060	1060	1061.pdfpage	/dworshak/image/1061.pdfpage
